action_id,online_copy_id,file_id,full_code,parsed,url
145e0afd-898d-4ead-9545-d83175010e01,7ab3862c-f080-4e35-8990-778a23e5e186,669c1b01-2396-4e20-ab90-6cef66eade13,ДАВоО-Р3247-2-2046,ДАВоО-(Р-3247-2-2046+++Р-3247-2-2046+++Р-3247-2-2046),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236144
25beb159-ccfb-452b-8937-9903ab2af2b0,78dc7b2d-ddb6-491f-9177-ca15bdcb6b32,8359b8b5-66d2-4bb4-b7de-bb84f4aad53f,ДАВоО-Р3247-2-2047,ДАВоО-(Р-3247-2-2047+++Р-3247-2-2047+++Р-3247-2-2047),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127237168
f11bd7bc-00f8-4fea-921c-36a3bb1bbfa1,eabb7d94-d32d-48b7-b4bd-7c5d86154697,07f5e43e-9221-46cf-81ae-a960897cd8e1,ДАВоО-Р3247-2-2048,ДАВоО-(Р-3247-2-2048+++Р-3247-2-2048+++Р-3247-2-2048),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127237169
6a6b05a6-d88c-4fb5-8ff3-6e56b6efe252,f7343fdb-2a5a-439c-8249-186301bbd1e7,8521e9aa-888c-4dcc-b49f-7563617e22b3,ДАВоО-Р3247-2-2049,ДАВоО-(Р-3247-2-2049+++Р-3247-2-2049+++Р-3247-2-2049),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127237171
a83045f2-da10-45c3-a564-6dfac1b08c47,f0af6fbc-447e-406c-906e-f8e13bdbfe8a,e3840441-ab47-4cb6-a427-54f1af488280,ДАВоО-Р3247-2-2050,ДАВоО-(Р-3247-2-2050+++Р-3247-2-2050+++Р-3247-2-2050),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236154
2350ebee-ea61-4bb4-94a0-5c38c090915c,d961bd3e-8187-498b-9b76-6c9b1e85f41d,e8c3b72d-9402-404e-af72-52d479b7f328,ДАВоО-Р3247-2-2051,ДАВоО-(Р-3247-2-2051+++Р-3247-2-2051+++Р-3247-2-2051),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236161
68866d07-7a96-46a8-8943-a2c78cfda019,e177e7c1-39f0-4b0c-af5d-0e2a4c68205a,0ff5581f-abd7-4c4b-817d-5c5422db0474,ДАВоО-Р3247-2-2052,ДАВоО-(Р-3247-2-2052+++Р-3247-2-2052+++Р-3247-2-2052),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127237196
265ad685-30ef-4739-aa3d-df1c4058858f,a5d883ca-fdd2-4949-bf2a-2595ccda4cee,936c3ea1-10d6-46ed-9dfb-271d517c7e01,ДАВоО-Р3247-2-2053,ДАВоО-(Р-3247-2-2053+++Р-3247-2-2053+++Р-3247-2-2053),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127237170
bed340e6-6ea3-4877-bf9e-e5f506a08de4,6b5782f7-4cd0-4694-b1b1-214ecd5f950f,7564f3a2-6364-4113-ae16-f961460f5d84,ДАВоО-Р3247-2-2054,ДАВоО-(Р-3247-2-2054+++Р-3247-2-2054+++Р-3247-2-2054),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236188
9eb27637-6899-4063-b287-d71f2941b897,832c963b-d926-4357-acec-a40e946c2cdf,23eda776-a531-490f-a7ab-ad35fc954af2,ДАВоО-Р3247-2-2055,ДАВоО-(Р-3247-2-2055+++Р-3247-2-2055+++Р-3247-2-2055),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236177
0461800f-1410-4d24-9db2-e7c3ab212528,016c22ba-67ad-4370-a10f-14dc3db17a0d,ff717b2b-4ad4-4244-83c8-216389220f67,ДАВоО-Р3247-2-2056,ДАВоО-(Р-3247-2-2056+++Р-3247-2-2056+++Р-3247-2-2056),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236189
341abaa2-6e90-4f86-830e-9798f699451a,ea7d88a1-a940-41bd-8fce-915bddac75dc,f01b7682-31bc-44ff-8c56-dba38bb14bda,ДАВоО-Р3247-2-2057,ДАВоО-(Р-3247-2-2057+++Р-3247-2-2057+++Р-3247-2-2057),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236196
d7f643a9-eb95-4a75-a246-1bb198a88c13,21856482-4db4-4fc4-b801-422485837ce9,1e07774c-18ba-439f-9b9d-174ff459301f,ДАВоО-Р3247-2-2058,ДАВоО-(Р-3247-2-2058+++Р-3247-2-2058+++Р-3247-2-2058),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236203
51b3038e-b8a3-4ab6-977a-87a1557f3e13,50baebf5-9857-427c-ab6d-02862d4688e1,2513c79c-20f6-4a9e-83df-c5fd557cb9bd,ДАВоО-Р3247-2-2059,ДАВоО-(Р-3247-2-2059+++Р-3247-2-2059+++Р-3247-2-2059),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127238700
743f39e8-0b3c-4436-9cd8-f46d3d1bf917,cc26b653-9e67-488b-95d3-cb1cbd1832f0,38f27ae4-e7fb-466d-9edc-00bc998e17f3,ДАВоО-Р3247-2-2060,ДАВоО-(Р-3247-2-2060+++Р-3247-2-2060+++Р-3247-2-2060),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127238701
94d035d2-4998-4055-8434-5274e79f1485,adc9acc6-d4f8-4951-b2d7-b549d622b12b,e1faa8d4-adba-4fb2-a763-ad87a363e695,ДАВоО-Р3247-2-2061,ДАВоО-(Р-3247-2-2061+++Р-3247-2-2061+++Р-3247-2-2061),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127238706
c439bb77-c1e2-48fd-aedc-94109d7113a1,d904c186-f817-4432-9542-bf6c0917b0b7,69eff86b-7510-49ae-ab81-4f0dfc7ca7e2,ДАВоО-Р3247-2-2062,ДАВоО-(Р-3247-2-2062+++Р-3247-2-2062+++Р-3247-2-2062),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127238713
cef2d064-3eec-41a3-a42d-547b70cd085d,d8ce5a64-e4a7-4468-b16f-bff56a6d3441,743715e6-4b9e-4d6f-8430-e50f97e45c22,ДАВоО-Р3247-2-2063,ДАВоО-(Р-3247-2-2063+++Р-3247-2-2063+++Р-3247-2-2063),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127238708
ca32cbc4-0465-41fb-b0bf-456f41e1428a,29b8a4e2-2bc1-4a04-a17c-8474acd17bfc,3f1dd4bb-2dcf-4aa5-bccc-689c7333aa1d,ДАВоО-Р3247-2-2064,ДАВоО-(Р-3247-2-2064+++Р-3247-2-2064+++Р-3247-2-2064),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236212
169ba07d-4c4d-42dd-8c15-893ca2702892,4b1e5eec-4edb-4c88-a72b-5a8a924d4d69,6bcfa45d-4078-4f69-ad6d-72239efc4da9,ДАВоО-Р3247-2-2065,ДАВоО-(Р-3247-2-2065+++Р-3247-2-2065+++Р-3247-2-2065),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127236218
d5728a36-5f26-49c8-af88-9ef4239410cb,3041bfd9-d7f8-4a63-a4aa-0d4d5243c012,dcd7448c-5701-476e-8cef-aad7a08c50a0,ДАВоО-Р3247-2-2066,ДАВоО-(Р-3247-2-2066+++Р-3247-2-2066+++Р-3247-2-2066),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127238733
828579bf-75e9-4b72-a6bd-745264d86da4,34366116-5ec2-47c4-9f53-bb9fd9a0c0bf,93f4d547-756e-48d0-b09c-f8773b1a009c,ДАВоО-Р3247-2-2067,ДАВоО-(Р-3247-2-2067+++Р-3247-2-2067+++Р-3247-2-2067),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127238738
b9c7d05b-1c7d-49b2-bbba-d5ca008f9af0,cd664a1b-a23d-4a7e-ac92-31652ce483d8,e0d58d26-31e1-4e8c-89a4-1a95e90fa8cb,ДАВоО-Р3247-2-2068,ДАВоО-(Р-3247-2-2068+++Р-3247-2-2068+++Р-3247-2-2068),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127238732
6ec4555c-0d0e-4dd9-a543-ba5cba7ad251,be421ca9-c1bb-44b0-abb6-ee7d010c4d87,c7d591d1-7e82-45d3-b221-75ea7ee64922,ДАВоО-Р3247-2-2069,ДАВоО-(Р-3247-2-2069+++Р-3247-2-2069+++Р-3247-2-2069),https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127238719
