Відділ реєстрації актів цивільного стану (РАЦС) Борзнянського районного управління юстиції	51.2534475	32.4263156	Борзна, Борзнянська міська громада, Ніжинський район, Чернігівська область, 16400, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Варвинського районного управління юстиції	50.4982561	32.7228573	Варва, Варвинська селищна громада, Прилуцький район, Чернігівська область, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Городнянського районного управління юстиції	51.8915393	31.5955450	Городня, Городнянська міська громада, Чернігівський район, Чернігівська область, 15100, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Ічнянського районного управління юстиції	50.8623444	32.3910144	Ічня, Ічнянська міська громада, Прилуцький район, Чернігівська область, 16700, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Коропського районного управління юстиції Чернігівської області	51.5671394	32.9520532	Короп, Коропська селищна громада, Новгород-Сіверський район, Чернігівська область, 16200, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Куликівського районного управління юстиції	51.3735623	31.6455818	Куликівка, Куликівська селищна громада, Чернігівський район, Чернігівська область, 16300, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Менського районного управління юстиції	51.5227900	32.2163800	Мена, Менська міська громада, Корюківський район, Чернігівська область, 15600, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Ніжинського міського управління юстиції	51.0464747	31.8806289	Ніжин, Ніжинська міська громада, Ніжинський район, Чернігівська область, 16600, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Ніжинського районного управління юстиції	51.0464747	31.8806289	Ніжин, Ніжинська міська громада, Ніжинський район, Чернігівська область, 16600, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Новгород-Сіверського районного управління юстиції	52.0042590	33.2779899	Новгород-Сіверський, Новгород-Сіверська міська громада, Новгород-Сіверський район, Чернігівська область, 16000, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Прилуцького районного управління юстиції	50.5950864	32.3866658	Прилуки, Прилуцька міська громада, Прилуцький район, Чернігівська область, 17500-17511, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Ріпкинського районного управління юстиції	51.8036433	31.0931453	Ріпки, Ріпкинська селищна громада, Чернігівський район, Чернігівська область, 15000, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Семенівського районного управління юстиції	52.1785300	32.5775500	Семенівка, Семенівська міська громада, Новгород-Сіверський район, Чернігівська область, 15400, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Сосницького районного управління юстиції	51.5244906	32.5028975	Сосниця, Сосницька селищна громада, Корюківський район, Чернігівська область, 16100, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Срібнянського районного управління юстиції	50.6615730	32.9174152	Срібне, Срібнянська селищна громада, Прилуцький район, Чернігівська область, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Талалаївського районного управління юстиції	50.8316800	33.1344200	Талалаївка, Талалаївська селищна громада, Прилуцький район, Чернігівська область, 17200, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Чернігівського міського управління юстиції	51.4940990	31.2943320	Чернігів, Чернігівська міська громада, Чернігівський район, Чернігівська область, 14000-14499, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Чернігівського районного управління юстиції, м. Чернігів	51.4940990	31.2943320	Чернігів, Чернігівська міська громада, Чернігівський район, Чернігівська область, 14000-14499, Україна
Відділ реєстрації актів цивільного стану (РАЦС) Щорського (Сновського) районного управління юстиції	51.8187527	31.9448953	Сновськ, Сновська міська громада, Корюківський район, Чернігівська область, 15200-15203, Україна
Києво-Святошинський РАЦС	50.4501000	30.5234000	Київ, Україна (столиця; Києво-Святошинський район — офіс у м. Київ; проставлено вручну)
