full_code,files,title,fond_title
ДАПО-Р6431-6710,0,Опис 6710,"Оржицька машинно-тракторна станція (МТС), с.Заріг Оржицького р-ну Харківської об"
ДАПО-Р6433-6680,0,Опис 6680,"Сільськогосподарська артіль (колгосп) ім. Шевченка, с.Чевельча Чевельчанської сі"
ДАПО-Р6437-6684,0,Опис 6684,"Сільськогосподарська артіль (колгосп) ім. Петровського, с.Чайківщина Чайківщинсь"
ДАПО-Р6439-6686,0,Опис 6686,"Сільськогосподарська артіль (колгосп) ""Іскра"", с.Плехів Плехівської сільради Луб"
ДАПО-Р6441-6691,0,Опис 6691,"Прокуратура Миргородського району Полтавської області, м.Миргород Полтавської об"
ДАПО-Р6442-6763,0,Опис 6763,Державне підприємство  ‟ Полтавський науково - дослідний та проектний інститут з
ДАПО-Р6443-6688,0,Опис 6688,"Сільськогосподарська артіль (колгосп) ""Зоря комунізму"", с.Чевельча Чевельчансько"
ДАПО-Р6454-6706,0,Опис 6706,"Сільськогосподарська артіль (колгосп) ім. Хрущова, с.Пилиповичі Пилиповицької сі"
ДАПО-Р6456-6712,0,Опис 6712,Відділ соціального забезпечення виконавчого комітету Оржицької районної Ради деп
ДАПО-Р6462-6718,0,Опис 6718,"Сільськогосподарська артіль (колгосп) ""Комунар"", с.Савинці Савинської сільради Л"
ДАПО-Р6463-6719,0,Опис 6719,"Сільськогосподарська артіль (колгосп) ""Новий шлях"", с.Чевельча Чевельчанської сі"
ДАПО-Р6464-6720,0,Опис 6720,"Сільськогосподарська артіль (колгосп) ім. Ілліча, с.Чевельча Чевельчанської сіль"
ДАПО-Р6465-6721,0,Опис 6721,"Сільськогосподарська артіль (колгосп) ім. Ворошилова, с.Чевельча Чевельчанської "
ДАПО-Р6470-6726,0,Опис 6726,"Сільськогосподарська артіль (колгосп) ім. Калініна, с.Іскрівка Іскрівської сільр"
ДАПО-Р6471-6727,0,Опис 6727,"Сільськогосподарська артіль (колгосп),  х.Бабичі Флорівської сільради Чутівськог"
ДАПО-Р6472-6728,0,Опис 6728,"Сільськогосподарська артіль (колгосп) ім. Калініна, х.Силки, з 1960р. с.Бабичі Ф"
ДАПО-Р6473-6729,0,Опис 6729,Сільськогосподарська артіль (колгосп) ім. ДПУ (Державного Політичного Управління
ДАПО-Р6474-6730,0,Опис 6730,"Сільськогосподарська артіль (колгосп) ім. Червоної Армії, х.Лісовщина Флорівсько"
ДАПО-Р6475-6731,0,Опис 6731,"Сільськогосподарська артіль (колгосп) ім. 20-го партз'їзду, с.Бабичі Флорівської"
ДАПО-Р6476-6732,0,Опис 6732,"Сільськогосподарська артіль (колгосп) ""Більшовик"", х.Бедратове Флорівської сільр"
ДАПО-Р6477-6733,0,Опис 6733,"Сільськогосподарська артіль (колгосп) ""Країна Рад"", с.Флорівка Флорівської сільр"
ДАПО-Р6478-6734,0,Опис 6734,"Сільськогосподарська артіль (колгосп) ""Культурний незаможник"", с.Флорівка Флорів"
ДАПО-Р6479-6735,0,Опис 6735,"Сільськогосподарська артіль (колгосп) ""Перше травня"", х.Черничани Флорівської сі"
ДАПО-Р6480-6736,0,Опис 6736,"Сільськогосподарська артіль (колгосп) ""Червоний Жовтень"", х.Гончарі Флорівської "
ДАПО-Р6481-6737,0,Опис 6737,"Сільськогосподарська артіль (колгосп) ім. Андреєва, х.Руді Флорівської сільради "
ДАПО-Р6482-6738,0,Опис 6738,"Сільськогосподарська артіль (колгосп) ""Перебудова"", с.Розпашне Чутівської сільра"
ДАПО-Р6483-6739,0,Опис 6739,"Сільськогосподарська артіль (колгосп) ім. Жданова, с.Розпашне Чутівської сільрад"
ДАПО-Р6484-6740,0,Опис 6740,"Сільськогосподарська артіль (колгосп) ""Червоний Жовтень"", с.Олександрівка Чутівс"
ДАПО-Р6485-6741,0,Опис 6741,"Сільськогосподарська артіль (колгосп) ім. Сталіна, с.Чутове Чутівської сільради "
ДАПО-Р6486-6742,0,Опис 6742,"Сільськогосподарська артіль (колгосп) ім. Леніна, с.Чутове Чутівської сільради, "
ДАПО-Р6487-6743,0,Опис 6743,"Сільськогосподарська артіль (колгосп) ім. Чкалова, с.Чутове Чутівської сільради "
ДАПО-Р6488-6744,0,Опис 6744,"Сільськогосподарська артіль (колгосп) ім. Петровського, х.Нова Дмитрівка Чутівсь"
ДАПО-Р6489-6745,0,Опис 6745,"Сільськогосподарська артіль (колгосп) ""Дружба"", с.Федорівка Чутівської селищної "
ДАПО-Р6490-6746,0,Опис 6746,"Сільськогосподарська артіль (колгосп) ім. Жовтневої Революції, с.Сторожове Сторо"
ДАПО-Р6491-6747,0,Опис 6747,"Сільськогосподарська артіль (колгосп) ""Незаможник"", с.Сторожеве Сторожівської сі"
ДАПО-Р6492-6748,0,Опис 6748,"Сільськогосподарська артіль (колгосп) ім. Луценка, х.Зеленківка Сторожівської сі"
ДАПО-Р6493-6751,0,Опис 6751,"Сільськогосподарська артіль (колгосп) ""Радянська Україна"", с.Зеленківка Сторожів"
ДАПО-Р6494-6750,0,Опис 6750,"Сільськогосподарська артіль (колгосп) ""Серп і молот"", с.Сторожове Сторожівської "
ДАПО-Р6495-6749,0,Опис 6749,"Сільськогосподарська артіль (колгосп) ім. Фрунзе, с.Войнівка Войнівської сільрад"
ДАПО-Р6496-6752,0,Опис 6752,"Сільськогосподарська артіль (колгосп) ім. Петровського, х.Новоселівка Войнівсько"
ДАПО-Р6497-6753,0,Опис 6753,"Сільськогосподарська артіль (колгосп) ""Перше Травня"", х. Мартинівка, з 1955р. С."
ДАПО-Р6498-6754,0,Опис 6754,"Сільськогосподарська артіль (колгосп) ""Нова перемога"", х.Юнаки Войнівської сільр"
ДАПО-Р6499-6755,0,Опис 6755,"Сільськогосподарська артіль (колгосп) ""Нова зірка"", х.Смородщина Войнівської сіл"
ДАПО-Р6500-6756,0,Опис 6756,"Сільськогосподарська артіль (колгосп) ім. Комінтерну, с.Стінка Стінківської сіль"
ДАПО-Р6501-6757,0,Опис 6757,"Сільськогосподарська артіль (колгосп) ""Зоря комунізму"", х.Водяне Стінківської сі"
ДАПО-Р6502-6758,0,Опис 6758,"Сільськогосподарська артіль (колгосп) ім. Кагановича, х.Водяне Стінківської сіль"
ДАПО-Р6503-6759,0,Опис 6759,"Сільськогосподарська артіль (колгосп) ім. Молотова, х.Кантемирівка Стінківської "
ДАПО-Р6505-6782,0,Опис 6782,"Сільськогосподарська артіль (колгосп) ім. Будьонного, с.Черняківка Черняківської"
ДАПО-Р6506-6783,0,Опис 6783,"Сільськогосподарська артіль (колгосп) ""Нове життя"", х.Рівні Черняківської сільра"
ДАПО-Р6507-6784,0,Опис 6784,"Сільськогосподарська артіль (колгосп) ім. Свердлова, с.Кочубеївка Кочубеївської "
ДАПО-Р6508-6785,0,Опис 6785,"Сільськогосподарська артіль (колгосп) ""Ленінським шляхом"", х.Нова Кочубеївка Пер"
ДАПО-Р6509-6786,0,Опис 6786,"Сільськогосподарська артіль (колгосп) ""Червона зірка"", с.Первозванівка Первозван"
ДАПО-Р6510-6787,0,Опис 6787,"Сільськогосподарська артіль (колгосп) ""Заповіт Леніна"", с.Первозванівка Новокочу"
ДАПО-Р6511-6788,0,Опис 6788,"Сільськогосподарська артіль (колгосп) ім. Будьонного, х.Гуляй-Поле Первозванівсь"
ДАПО-Р6512-6789,0,Опис 6789,"Сільськогосподарська артіль (колгосп) ім. Хрущова, х.Андріївка Первозванівської "
ДАПО-Р6513-6802,0,Опис 6802,"Сільськогосподарська артіль (колгосп) ""Шлях Жовтня"", с.Филенкове Филенківської с"
ДАПО-Р6514-6790,0,Опис 6790,"Сільськогосподарська артіль (колгосп) ім. Леніна, х.Никонорівка Филенківської сі"
ДАПО-Р6515-6791,0,Опис 6791,"Сільськогосподарська артіль (колгосп) ім. 12-річчя Жовтня, с.Григорівка Филенків"
ДАПО-Р6516-6792,0,Опис 6792,"Сільськогосподарська артіль (колгосп) ім. Щорса, х.Шорстівка Филенківської сільр"
ДАПО-Р6517-6793,0,Опис 6793,"Сільськогосподарська артіль (колгосп) ""Перемога"", х.Скибівка Филенківської сільр"
ДАПО-Р6518-6794,0,Опис 6794,"Сільськогосподарська артіль (колгосп) ім. Кірова, с.Скибівка Филенківської сільр"
ДАПО-Р6519-6795,0,Опис 6795,"Сільськогосподарська артіль (колгосп) ""Червона нива"", с.Воєводське Филенківської"
ДАПО-Р6520-6796,0,Опис 6796,"Сільськогосподарська артіль (колгосп) ""Червона Україна"", х.Трудолюбівка Филенків"
ДАПО-Р6521-6797,0,Опис 6797,"Сільськогосподарська артіль (колгосп) ""Червоний колос"", с.Березове Березівської "
ДАПО-Р6522-6798,0,Опис 6798,"Сільськогосподарська артіль (колгосп) ім. Артема, с.Рябківка Рябківськогої сільр"
ДАПО-Р6523-6799,0,Опис 6799,"Сільськогосподарська артіль (колгосп) ім. Газети ""Правда"", с.Рябківка  Рябківськ"
ДАПО-Р6524-6800,0,Опис 6800,"Сільськогосподарська артіль (колгосп) ім. Чапаєва, с.Рябківка Рябківської сільра"
ДАПО-Р6525-6801,0,Опис 6801,"Сільськогосподарська артіль (колгосп) ім. Шевченка, с.Степанівка Степанівської с"
ДАПО-Р6527-6804,0,Опис 6804,"Шишацький районний комітет Червоного Хреста, с.Шишаки Шишацького р-ну Полтавсько"
ДАПО-Р6529-6806,0,Опис 6806,"Сільськогосподарська артіль (колгосп) ім. 17-го партз'їзду, с.Воскобійники Воско"
ДАПО-Р6530-6807,0,Опис 6807,"Сільськогосподарська артіль (колгосп) ім. Політвідділу, с.Шишаки Шишацької сільр"
ДАПО-Р6531-6808,0,Опис 6808,"Сільськогосподарська артіль (колгосп) ім. Ілліча, с.Жоржівка Жоржівської сільрад"
ДАПО-Р6532-6809,0,Опис 6809,"Сільськогосподарська артіль (колгосп) ім. Ілліча, с.Шишаки Шишацької сільради Ши"
ДАПО-Р6533-6810,0,Опис 6810,"Сільськогосподарська артіль (колгосп) ім. Шевченка, с.Федунка Федунської сільрад"
ДАПО-Р6534-6811,0,Опис 6811,"Сільськогосподарська артіль (колгосп) ""Думка Леніна"", с.Мала Бузова Малобузівськ"
ДАПО-Р6535-6812,0,Опис 6812,"Сільськогосподарська артіль (колгосп) ім. Комінтерну, с.Мала Бузова Малобузівськ"
ДАПО-Р6537-6814,0,Опис 6814,""
ДАПО-Р6538-6815,0,Опис 6815,"Сільськогосподарська артіль (колгосп) ім. 17-го партз'зду, с.Шишаки Шишацької сі"
ДАПО-Р6539-6816,0,Опис 6816,"Сільськогосподарська артіль (колгосп) ""Червона Україна"", х.Білаші Федунської сіл"
ДАПО-Р6540-6817,0,Опис 6817,"Сільськогосподарська артіль (колгосп) ім. Кірова, с.Воскобійники, з 1957р. с.Ром"
ДАПО-Р6541-6818,0,Опис 6818,"Сільськогосподарська артіль (колгосп) ім. Фурманова, с.Шишаки Шишацької сільради"
ДАПО-Р6542-6819,0,Опис 6819,"Сільськогосподарська артіль (колгосп) ""Червоний прапор"", с.Михайлики Михайликівс"
ДАПО-Р6543-6820,0,Опис 6820,"Сільськогосподарська артіль (колгосп) ім. Сталіна, с.Мала Бузова, з 1951р. с.Мал"
ДАПО-Р6544-6821,0,Опис 6821,"Сільськогосподарська артіль (колгосп) ""Думка Сталіна"", с.Мала Бузова Малобузівсь"
ДАПО-Р6545-6822,0,Опис 6822,"Сільськогосподарська артіль (колгосп) ""9 січня"", с.Велика Бузова Великобузівсько"
ДАПО-Р6546-6823,0,Опис 6823,"Сільськогосподарська артіль (колгосп) ""Червоний лан"", с.Воскобійники Воскобійниц"
ДАПО-Р6547-6824,0,Опис 6824,"Сільськогосподарська артіль (колгосп) ім. Димитрова, с.Жоржівка Жоржівської сіль"
ДАПО-Р6548-6825,0,Опис 6825,"Сільськогосподарська артіль (колгосп) ""Червоний юнак"", с.Низова Яковенщина Велик"
ДАПО-Р6549-6826,0,Опис 6826,"Сільськогосподарська артіль (колгосп) ім. 18 партз'їзду, с.Гоголеве Гоголівської"
ДАПО-Р6550-6827,0,Опис 6827,"Сільськогосподарська артіль (колгосп) ім. Куйбишева, с.Куйбишеве Куйбишевської с"
ДАПО-Р6551-6828,0,Опис 6828,"Сільськогосподарська артіль (колгосп) ""Друга п'ятирічка"", с.Воскобійники Воскобі"
ДАПО-Р6552-6829,0,Опис 6829,"Сільськогосподарська артіль (колгосп) ""Заможник"", с.Воскобійники Воскобійницької"
ДАПО-Р6553-6830,0,Опис 6830,"Сільськогосподарська артіль (колгосп) ""Червона долина"", х.Климове Ковалівської с"
ДАПО-Р6554-6831,0,Опис 6831,"Сільськогосподарська артіль (колгосп) ім. Молотова, с.Порскалівка Порскалівської"
ДАПО-Р6555-6832,0,Опис 6832,"Редакція газети ""Ленінський шлях"" орган Шишацького, з 1952р. Гоголівського район"
ДАПО-Р6556-6833,0,Опис 6833,"Шишацька машинно-тракторна станція (МТС), с.Шишаки Шишацького р-ну, з 1952р. Гог"
ДАПО-Р6557-6834,0,Опис 6834,"Сільськогосподарська артіль (колгосп) ім. Орджонікідзе, с.Михайлики Михайликівсь"
ДАПО-Р6558-6835,0,Опис 6835,Сільськогосподарська артіль (колгосп) ім.Робітничо-селянської Червоної Армії (РС
ДАПО-Р6559-6836,0,Опис 6836,"Михайликівська машинно-тракторна станція МТС), с.Михайлики Михайликівської сільр"
ДАПО-Р6560-6837,0,Опис 6837,"Сільськогосподарська артіль (колгосп) ""Паризька Комуна"", с.Михайлики Михайликівс"
ДАПО-Р6561-6838,0,Опис 6838,"Сільськогосподарська артіль (колгосп) ім. Чапаєва, с.Гоголеве Гоголівської сільр"
ДАПО-Р6562-6839,0,Опис 6839,"Сільськогосподарська артіль (колгосп) ім. Будьонного , с.Баранівка Баранівської "
ДАПО-Р6563-6842,0,Опис 6842,"Виконавчий комітет Сагайдацької сільської Ради депутатів трудящих (сільрада), с."
ДАПО-Р6564-6840,0,Опис 6840,"Сільськогосподарська артіль (колгосп) ""Червоний партизан"", с.Жоржівка Жоржівсько"
ДАПО-Р6565-6841,0,Опис 6841,Сільськогосподарська артіль (колгосп) ім. 20-річчя РСЧА (робітничо-селянська Чер
ДАПО-Р6566-6843,0,Опис 6843,"Сільськогосподарська артіль (колгосп) ім. Першого Травня, х.Пелагеївка Шишацької"
ДАПО-Р6568-6845,0,Опис 6845,"Полтавський обласний військовий комісаріат (облвоєнкомат), м.Полтава Полтавської"
ДАПО-Р6569-6846,0,Опис 6846,"Виконавчий комітет Малобузівської сільської Ради депутатів трудящих (сільрада), "
ДАПО-Р6570-6893,0,Опис 6893,"Гоголівський державний лісовий розсадник ""Держлісорозсадник"" Полтавського обласн"
ДАПО-Р6571-6847,0,Опис 6847,"Сільськогосподарська артіль (колгосп) ім. Сталіна, с.Великі Сорочинці Великосоро"
ДАПО-Р6572-6848,0,Опис 6848,"Сільськогосподарська артіль (колгосп) ім. 14-річчя Жовтня, с.Великі Сорочинці Ве"
ДАПО-Р6573-6849,0,Опис 6849,"Сільськогосподарська артіль (колгосп) ""Червона зірка"", х.Круглик Кибинської сіль"
ДАПО-Р6574-6850,0,Опис 6850,"Сільськогосподарська артіль (колгосп) ""Дружба"", с.Великий Байрак Великобайрацько"
ДАПО-Р6575-6851,0,Опис 6851,"Сільськогосподарська артіль (колгосп) ім. Димитрова, с.Ромодан Ромоданівської сі"
ДАПО-Р6576-6852,0,Опис 6852,"Сільськогосподарська артіль (колгосп) ім. 18 партз'зду, с Почапці, з 1956р. с.Бі"
ДАПО-Р6577-6853,0,Опис 6853,"Сільськогосподарська артіль (колгосп) ""Заповіт Ілліча"", с.Слобідка Слобідської с"
ДАПО-Р6578-6854,0,Опис 6854,"Сільськогосподарська артіль (колгосп) ""Вільне життя"", х.Осове Мальцівської сільр"
ДАПО-Р6579-6855,0,Опис 6855,"Сільськогосподарська артіль (колгосп) ім. Кірова, с.Малі Сорочинці Малосорочинсь"
ДАПО-Р6580-6856,0,Опис 6856,"Сільськогосподарська артіль (колгосп) ім. 17 партз'їзду, м.Миргород Миргородсько"
ДАПО-Р6581-6861,0,Опис 6861,"Виконавчий комітет Михайликівської сільської Ради депутатів трудящих (сільрада),"
ДАПО-Р6582-6857,0,Опис 6857,"Сільськогосподарська артіль (колгосп) ""Червоний партизан"", с.Зубівка Зубівської "
ДАПО-Р6583-6858,0,Опис 6858,"Сільськогосподарська артіль (колгосп) ім. Кірова, с.Велика Обухівка Великообухів"
ДАПО-Р6584-6859,0,Опис 6859,"Сільськогосподарська артіль (колгосп) ім. Сталіна, м.Миргород Миргородського р-н"
ДАПО-Р6585-6860,0,Опис 6860,"Сільськогосподарська артіль (колгосп) ""Друга п'ятирічка"", с.Савинці Савинцівсько"
ДАПО-Р6586-6862,0,Опис 6862,"Сільськогосподарська артіль (колгосп) ім. Жданова, с.Малі Сорочинці Малосорочинс"
ДАПО-Р6587-6863,0,Опис 6863,"Сільськогосподарська артіль (колгосп) ""Авангард"", м.Миргород Миргородського р-ну"
ДАПО-Р6588-6864,0,Опис 6864,"Сільськогосподарська артіль (колгосп) ім. Шевченка, с.Хомутець Хомутецької сільр"
ДАПО-Р6589-6865,0,Опис 6865,"Сільськогосподарська артіль (колгосп) ""Країна Рад"", м.Миргород Миргородського р-"
ДАПО-Р6590-6866,0,Опис 6866,"Сільськогосподарська артіль (колгосп) ім. Борисенка, с.Білики Біликівської сільр"
ДАПО-Р6591-6867,0,Опис 6867,"Сільськогосподарська артіль (колгосп) ""Зоря комунізму"", с Солонці Солонцівської "
ДАПО-Р6592-6868,0,Опис 6868,"Миргородське відділення торгівлі Київського військового  округу, м.Миргород Мирг"
ДАПО-Р6593-6993,0,Опис 6993,"Миргородська електростанція Харківського районного управління ""Головенерго"" Міні"
ДАПО-Р6594-6869,0,Опис 6869,"Сільськогосподарська артіль (колгосп) ""Політвідділ"", х.Рибальський Петрівцівсько"
ДАПО-Р6595-6875,0,Опис 6875,"Миргородська районна спілка споживчих товариств (райспоживспілка), м.Миргород Ми"
ДАПО-Р6596-6870,0,Опис 6870,"Сільськогосподарська артіль (колгосп) ""Україна"", с.Ромодан Ромоданівської селищн"
ДАПО-Р6597-6871,0,Опис 6871,"Сільськогосподарська артіль (колгосп) ім. Щорса, с.Полив'яне Полив'янської сільр"
ДАПО-Р6598-6872,0,Опис 6872,"Сільськогосподарська артіль (колгосп) ім. Калініна, с.Дубровка Дубровської сільр"
ДАПО-Р6599-6873,0,Опис 6873,"Сільськогосподарська артіль (колгосп) ""Червоне поле"", с.Олефірівка Олефірівської"
ДАПО-Р6600-6874,0,Опис 6874,"Сільськогосподарська артіль (колгосп) ім. Хрущова, м.Миргород Миргородського р-н"
ДАПО-Р6601-6882,0,Опис 6882,"Сільськогосподарська артіль (колгосп) ім. Шверника, с.Овнянка Овнянської сільрад"
ДАПО-Р6602-6883,0,Опис 6883,"Сільськогосподарська артіль (колгосп) ""Переможець"", с.Шарківщина Шарківщинської "
ДАПО-Р6603-6884,0,Опис 6884,"Сільськогосподарська артіль (колгосп) ім. Калініна, с.Зубівка Зубівської сільрад"
ДАПО-Р6604-6885,0,Опис 6885,"Сільськогосподарська артіль (колгосп) ім. Гоголя, с.Великі Сорочинці Великосороч"
ДАПО-Р6605-6886,0,Опис 6886,"Сільськогосподарська артіль (колгосп) ""Комунар"", с.Великі Сорочинці Великосорочи"
ДАПО-Р6606-6887,0,Опис 6887,"Сільськогосподарська артіль (колгосп) ""Перемога"", х.Бесарабів Солонцівської сіль"
ДАПО-Р6607-6888,0,Опис 6888,"Сільськогосподарська артіль (колгосп) ім. Чапаєва, с.Котлярі Котлярівської сільр"
ДАПО-Р6608-6889,0,Опис 6889,"Сільськогосподарська артіль (колгосп) ім. Шевченка, с.Великі Сорочинці Великосор"
ДАПО-Р6609-6890,0,Опис 6890,"Сільськогосподарська артіль (колгосп) ""Україна"", с.Петрівці Петрівцівської сільр"
ДАПО-Р6610-6891,0,Опис 6891,"Сільськогосподарська артіль (колгосп) ""Ленінський шлях"", м.Миргород, з 1959р. с."
ДАПО-Р6611-6894,0,Опис 6894,"Сільськогосподарська артіль (колгосп) ім. 8 Марта, х.Руда Зубівської сільради Ми"
ДАПО-Р6612-6895,0,Опис 6895,"Сільськогосподарська артіль (колгосп) ""Більшовик"", с.Великі Сорочинці Великосоро"
ДАПО-Р6613-6896,0,Опис 6896,"Сільськогосподарська артіль(колгосп) ""Червона трибуна"", с.Овнянка Овнянської сіл"
ДАПО-Р6614-6897,0,Опис 6897,"Сільськогосподарська артіль (колгосп) ім. Полякова, с.Гаркушинці Гаркушинської с"
ДАПО-Р6615-6898,0,Опис 6898,"Сільськогосподарська артіль (колгосп) ""Більшовик"", с.Савинці Савинцівської сільр"
ДАПО-Р6616-6906,0,Опис 6906,"Сільськогосподарська артіль (колгосп) ім. Фрунзе, с.Савинці , з 1955р. с.Гаюново"
ДАПО-Р6617-6908,0,Опис 6908,Сільськогосподарська артіль (колгосп) ім. 13-річчя РСЧА (робітничо-селянської Че
ДАПО-Р6618-6899,0,Опис 6899,"Сільськогосподарська артіль (колгосп) ""Раднива"", с.Довгалівка Довгалівської сіль"
ДАПО-Р6619-6909,0,Опис 6909,"Сільськогосподарська артіль (колгосп) ім. Ворошилова, з 1957 р. ""40-річчя Жовтня"
ДАПО-Р6620-6900,0,Опис 6900,"Сільськогосподарська артіль (колгосп) ім. Ворошилова, смт Ромодан Ромоданівської"
ДАПО-Р6621-6901,0,Опис 6901,"Сільськогосподарська артіль (колгосп) ""Перемога"", с.Ярмаки Ярмаківської сільради"
ДАПО-Р6622-6910,0,Опис 6910,"Сільськогосподарська артіль (колгосп) ""Соцперебудова"", с.Великі Сорочинці Велико"
ДАПО-Р6623-6911,0,Опис 6911,"Сільськогосподарська артіль (колгосп) ""Піонер"", с.Савинці Савинцівської сільради"
ДАПО-Р6624-6912,0,Опис 6912,"Сільськогосподарська артіль (колгосп) ""Перемога"", с.Гаркушинці Гаркушинської сіл"
ДАПО-Р6625-6913,0,Опис 6913,"Сільськогосподарська артіль (колгосп) ""Соцлани"", х.Ємці Ярмаківської сільради Ми"
ДАПО-Р6626-6914,0,Опис 6914,"Сільськогосподарська артіль (колгосп) ""Непереможний Жовтень"", с.Панасівка Панасі"
ДАПО-Р6627-6915,0,Опис 6915,"Сільськогосподарська артіль (колгосп) ""Ленінський шлях"", с.Петрівці Петрівцівськ"
ДАПО-Р6628-6916,0,Опис 6916,"Сільськогосподарська артіль (колгосп) ім. Петровського, х.Мареничі Солонцівської"
ДАПО-Р6629-6917,0,Опис 6917,"Сільськогосподарська артіль (колгосп) ""Жовтень"", м.Миргород Миргородського р-ну "
ДАПО-Р6630-6921,0,Опис 6921,"Сільськогосподарська артіль (колгосп) ім. 19 партз'їзду, с.Зубівка Зубівської сі"
ДАПО-Р6631-6922,0,Опис 6922,"Сільськогосподарська артіль (колгосп) ""КІМ"" (Комуністичний інтернаціонал молоді)"
ДАПО-Р6632-6923,0,Опис 6923,"Сільськогосподарська артіль (колгосп) ім. Орджонікідзе, х.Дмитренків Кибинської "
ДАПО-Р6633-6924,0,Опис 6924,"Сільськогосподарська артіль (колгосп) ім. Чапаєва, с.Хомутець Хомутецької сільра"
ДАПО-Р6634-6925,0,Опис 6925,"Сільськогосподарська артіль (колгосп) ім. Першого Травня, с.Хомутець Хомутецької"
ДАПО-Р6635-6926,0,Опис 6926,"Сільськогосподарська артіль (колгосп) ім. Чапаєва, с.Кибинці Кибинської сільради"
ДАПО-Р6636-6927,0,Опис 6927,"Сільськогосподарська артіль (колгосп) ""Червоний партизан"", с.Шахворостівка Шахво"
ДАПО-Р6637-6928,0,Опис 6928,"Сільськогосподарська артіль (колгосп) ім. 17-річчя Жовтня, х.Деркачі Дубровської"
ДАПО-Р6638-6929,0,Опис 6929,"Сільськогосподарська артіль (колгосп) ім. Леніна, с.Мальці Мальцівської сільради"
ДАПО-Р6639-6992,0,Опис 6992,"Уповноважений Міністерства заготівель СРСР по Миргородському району, м.Миргород "
ДАПО-Р6640-6930,0,Опис 6930,"Сільськогосподарська артіль (колгосп) ""Перемога праці"", х.Радченки Полив'янської"
ДАПО-Р6641-6931,0,Опис 6931,"Сільськогосподарська артіль (колгосп) ""Більшовицька праця"", м.Карлівка Карлівськ"
ДАПО-Р6642-6932,0,Опис 6932,"Сільськогосподарська артіль (колгосп) ""29 рік Великого перелому"", м.Карлівка Кар"
ДАПО-Р6643-6933,0,Опис 6933,"Сільськогосподарська артіль (колгосп) ім. Калініна, м.Карлівка Карлівського р-ну"
ДАПО-Р6644-6934,0,Опис 6934,"Сільськогосподарська артіль (колгосп) ""Країна Рад"", с.Попівка Попівської сільрад"
ДАПО-Р6645-6935,0,Опис 6935,"Сільськогосподарська артіль (колгосп) ім. Котляревського, с.Попівка Попівської с"
ДАПО-Р6646-6936,0,Опис 6936,"Сільськогосподарська артіль (колгосп) ""12-річчя Жовтня"", с.Захлюпанка Захлюпансь"
ДАПО-Р6647-6937,0,Опис 6937,"Сільськогосподарська артіль (колгосп) ім Чапаєва, с.Захлюпанка Захлюпанської сіл"
ДАПО-Р6648-6938,0,Опис 6938,"Сільськогосподарська артіль (колгосп) ім. Калініна, с.Мар'янівка Мар'янівської с"
ДАПО-Р6649-6939,0,Опис 6939,"Сільськогосподарська артіль (колгосп) ім. Молотова, с.Мар'янівка Мар'янівської с"
ДАПО-Р6650-6940,0,Опис 6940,"Сільськогосподарська артіль (колгосп) ""Червона армія"", с.Редути Верхньоланнівськ"
ДАПО-Р6651-6941,0,Опис 6941,"Сільськогосподарська артіль (колгосп) ім. Газети ""Правда"", с.Верхня Ланна Верхнь"
ДАПО-Р6652-6942,0,Опис 6942,"Сільськогосподарська артіль (колгосп) ім. Крупської, х.Мала Холодиха Верхньоланн"
ДАПО-Р6653-6943,0,Опис 6943,"Сільськогосподарська артіль (колгосп) ім. Карла Маркса, с.Нижня Ланна Нижньоланн"
ДАПО-Р6654-6944,0,Опис 6944,"Сільськогосподарська артіль (колгосп) ім. Карла Маркса, с.Нижня Ланна Нижньоланн"
ДАПО-Р6655-6945,0,Опис 6945,"Сільськогосподарська артіль (колгосп) ім. Котовського, с.Федорівка Федорівської "
ДАПО-Р6656-6946,0,Опис 6946,"Сільськогосподарська артіль (колгосп) ""Авангард"", с.Федорівка Федорівської сільр"
ДАПО-Р6657-6947,0,Опис 6947,"Сільськогосподарська артіль (колгосп) ""Новий шлях"", с.Федорівка Федорівської сіл"
ДАПО-Р6658-6948,0,Опис 6948,"Сільськогосподарська артіль (колгосп) ім. 14-річчя Жовтня, с.Федорівка Федорівсь"
ДАПО-Р6659-6949,0,Опис 6949,"Сільськогосподарська артіль (колгосп) ""Червоний шлях"", с.Федорівка Федорівської "
ДАПО-Р6660-6950,0,Опис 6950,"Сільськогосподарська артіль (колгосп) ""Більшовик"", с.Климівка Климівської сільра"
ДАПО-Р6661-6951,0,Опис 6951,"Сільськогосподарська артіль (колгосп) ""Комуніст"", с.Климівка Климівської сільрад"
ДАПО-Р6662-6952,0,Опис 6952,"Сільськогосподарська артіль (колгосп) ім. 18 партз'їзду, х.Розумівка Лип'янської"
ДАПО-Р6663-6953,0,Опис 6953,"Сільськогосподарська артіль (колгосп) ім. 20-річчя Жовтня, с.Бабайкове Лип'янськ"
ДАПО-Р6664-6954,0,Опис 6954,"Сільськогосподарська артіль (колгосп) ""Червоний борець"", с.Лип'янка Лип'янської "
ДАПО-Р6665-6955,0,Опис 6955,"Сільськогосподарська артіль (колгосп) ім. Хрущова, с.Лип'янка Лип'янської сільра"
ДАПО-Р6666-6956,0,Опис 6956,"Сільськогосподарська артіль (колгосп) ім. Петровського, х.Петровського Білухівсь"
ДАПО-Р6667-6957,0,Опис 6957,"Сільськогосподарська артіль (колгосп) ""Перше Травня"", с.Білухівка Білухівської с"
