277	Олександро-Невська церква Катеринославської духовної консисторії, с. Олексіївка Маріупольського повіту Катеринославської губернії			1	6
Р277				1	1
278	Миколаївська церква Катеринославської духовної консисторії, с. Миколаївка Олександрівського повіту, з 1874 р. - Маріупольського повіту Катеринославської губернії			1	24
279	Олексіївська церква Катеринославської духовної консисторії, с. Хрестівка Сретенської волості Маріупольського повіту Катеринославської губернії			1	17
Р279				1	3
280	Благовєщенська церква Катеринославської духовної консисторії, с. Благодатне Маріупольського повіту Катеринославської губернії			1	16
281	Вознесенська церква Катеринославської духовної консисторії, с. Богославка Олександрівського повіту Катеринославської губернії, з 1874 р. - Маріупольського повіту Катеринославської губернії			1	24
284	Вознесенська церква Катеринославської духовної консисторії, с. Олександрінка Маріупольського повіту Катеринославської губернії			1	9
285	Воскресенська церква Катеринославської духовної консисторії, с. Новоігнатівка Маріупольського повіту Катеринославської губернії			2	13
Р285				1	2
287	Преображенська церква Катеринославської духовної консисторії, с. Платонівка Маріупольського повіту Катеринославської губернії			1	6
288	Архангело-Михайлівська церква Катеринославської духовної консисторії, с. Володимирівка Маріупольського повіту Катеринославської губернії			1	9
289	Різдво-Богородицька церква Катеринославської духовної консисторії, с. Петрівське Маріупольського повіту Катеринославської губернії			1	9
291	Святодухівський молитовний будинок Катеринославської духовної консисторії, с. Карлівка Маріупольського повіту Катеринославської губернії			1	12
292	Покровська церква Катеринославської духовної консисторії, с. Оленівка Маріупольського повіту Катеринославської губернії			1	8
293	Успенська церква Донської духовної консисторії, слобода Успенка Міуського, з 1887 р. - Таганрозького округу Області Війська Донського			1	40
294	Різдво-Богородицька церква Донської духовної консисторії, слобода Мокрий Єланчик Міуського, з 1887 р. - Таганрозького округу Області Війська Донського			1	11
295	Троїцька церква Донської духовної консисторії, слобода Мєшкове Міуського, з 1887 р. - Таганрозького округу Області Війська Донського			1	30
296	Вознесенська церква Донської духовної консисторії, сел. Білоярівське Таганрозького округу Області Війська Донського			1	26
297	Миколаївська церква Донської духовної консисторії, слобода Амвросіївка Амвросіївської волості Міуського, з 1887 р. - Таганрозького округу Області Війська Донського			1	27
298	Василівська церква Донської духовної консисторії, слобода Амвросіївка Амвросіївської волості Міуського, з 1887 р. - Таганрозького округу Області Війська Донського			1	31
299	Покровська церква Донської духовної консисторії, сел. Кутєйнікове Міуського, з 1887 р. – Таганрозького округу Області Війська Донського, з 1893 р. – сл. Степано-Кринська Таганрозького округу Області Війська Донського			1	41
