fond_code,inv_code,page,complex,opys,title,info,year_start,year_end,pdf_urls
Р108,9,opisi-2,2-317,9,Транспортний рефрижератор-постачальник типу «Ливадия»,"к. 2-317, од.зб. 4453-4809",1992,1992,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-317_9.pdf
Р108,10,opisi-2,2-317,10,Транспортний рефрижератор-постачальник типу «Ливадия»,"к. 2-317, од.зб. 4810-5926",1991,1993,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-317_10.pdf
Р108,11,opisi-2,2-317,11,Транспортний рефрижератор-постачальник типу «Ливадия»,"к. 2-317, од.зб. 5927-7063",1991,1994,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-317_11.pdf
Р219,1,opisi-2,2-318,1,Манометри,"к. 2-318, од.зб. 1-22",1978,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-318_1__2-322_1.pdf
Р219,2,opisi-2,2-318,2,Манометри,"к. 2-318, од.зб. 23-81",1977,1987,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-318_2.pdf
Р219,1А,opisi-2,2-319,1,Індикатор витрат свердловинний ИРС-1-И,"к. 2-319, од.зб. 1-51",1979,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-319_1__2-320_1.pdf
Р219,1Б,opisi-2,2-320,1,Манометр глибинний для випробувачів пластів МГО-5,"к. 2-320, од.зб. 1-40",1976,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-319_1__2-320_1.pdf
Р220,1,opisi-2,2-321,1,Дослідно-конструкторські розробки,"к. 2-321, од.зб. 1-3",1979,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-321_1.pdf
Р219,1В,opisi-2,2-322,1,Термометр ТГН 6 свердловинний,"к. 2-322, од.зб. 1-38",1978,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-318_1__2-322_1.pdf
Р221,1,opisi-2,2-323,1,Велосипеди шляхові,"к. 2-323, од.зб. 1-121",1946,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-323_1.pdf
Р225,1,opisi-2,2-324,1,Комплекс агрегатних засобів вимірювальних «Кварц-2М»,"к. 2-324, од.зб. 1-320",1972,1984,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-324_1.pdf
Р226,1А,opisi-2,2-325,1,Горизонтальна установка для охолодження великих роторів у процесі їх термообробки,"к. 2-325, од.зб. 1-472",1979,1987,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-325_1.pdf
Р226,1Б,opisi-2,2-326,1,Технологічне обладнання для спеціальних способів лиття,"к. 2-326, од.зб. 1-655",1975,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-326_1.pdf
Р226,2,opisi-2,2-326,2,Технологічне обладнання для спеціальних способів лиття,"к. 2-326, од.зб. 656-1498",1975,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-326_2.pdf
Р226,3,opisi-2,2-326,3,Технологічне обладнання для спеціальних способів лиття,"к. 2-326, од.зб. 1499-2370",1975,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-326_3.pdf
Р226,4,opisi-2,2-326,4,Технологічне обладнання для спеціальних способів лиття,"к. 2-326, од.зб. 2371-2530",1979,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-326_4.pdf
Р226,5,opisi-2,2-326,5,Технологічне обладнання для спеціальних способів лиття,"к. 2-326, од.зб. 2531-2949",1970,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-326_5.pdf
Р226,6,opisi-2,2-326,6,Технологічне обладнання для спеціальних способів лиття,"к. 2-326, од.зб. 2950-3237",1974,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-326_6.pdf
Р226,1В,opisi-2,2-327,1,Технологічне обладнання для термічної обробки,"к. 2-327, од.зб. 1-292",1981,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-327_1.pdf
Р226,2А,opisi-2,2-327,2,Технологічне обладнання для термічної обробки,"к. 2-327, од.зб. 293-680",1980,1985,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-327_2.pdf
Р226,3А,opisi-2,2-327,3,Технологічне обладнання для термічної обробки,"к. 2-327, од.зб. 681-1191",1956,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-327_3.pdf
Р226,4А,opisi-2,2-327,4,Технологічне обладнання для термічної обробки,"к. 2-327, од.зб. 1192-1271",1980,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-327_4.pdf
Р226,5А,opisi-2,2-327,5,Технологічне обладнання для термічної обробки,"к. 2-327, од.зб. 1272-1631",1977,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-327_5.pdf
Р226,1Г,opisi-2,2-328,1,Стенд-кантователь для великих деталей типу валів Q max = 200 т,"к. 2-328, од.зб. 1-172",1977,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-328_1.pdf
Р55,1А,opisi-2,2-329,1,Кран мостовий спеціальний електричний,"к. 2-329, од.зб. 1-348",1982,1989,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-329_1.pdf
Р55,2,opisi-2,2-329,2,Кран мостовий спеціальний електричний,"к. 2-329, од.зб. 349-438",1991,2001,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-329_2.pdf
Р37,1,opisi-2,2-330,1,Резервуар сталевий вертикальний циліндричний для нафти та нафтопродуктів,"к. 2-330, од.зб. 1-2",1993,1993,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-330_1__2-331_1.pdf
Р37,1А,opisi-2,2-331,1,"Резервуар лінійно-виробничої диспетчерської станції ""Броди"" місткістю 75 000 м³","к. 2-331, од.зб. 1-3",2002,2002,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-330_1__2-331_1.pdf
Р43,1Г,opisi-2,2-332,1,Установка для напівавтоматичного очищення ванн фарбувальних камер у блоці цехів Кременчуцького колісного заводу,"к. 2-332, од.зб. 1-25",1970,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-332_1__2-333_1.pdf
Р43,1Ґ,opisi-2,2-333,1,Комплекс автоматизований для загартування штамповок комплексів з маніпулятором знімання і навішування в ковальському корпусі Лозівського ковальсько-механічного заводу,"к. 2-333, од.зб. 1-231",1986,1986,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-332_1__2-333_1.pdf
Р55,1Б,opisi-2,2-334,1,Крани козловий спеціальний і полукозловий спеціальний,"к. 2-334, од.зб. 1-121",1995,1995,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-334_1.pdf
Р55,2А,opisi-2,2-334,2,Крани козловий спеціальний і полукозловий спеціальний,"к. 2-334, од.зб. 122-147",1995,1995,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-334_2.pdf
Р226,1Ґ,opisi-2,2-335,1,Технологічне обладнання для зварювального виробництва,"к. 2-335, од.зб. 1-186",1976,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-335_1.pdf
Р226,2Б,opisi-2,2-335,2,Технологічне обладнання для зварювального виробництва,"к. 2-335, од.зб. 187-531",1975,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-335_2.pdf
Р226,3Б,opisi-2,2-335,3,Технологічне обладнання для зварювального виробництва,"к. 2-335, од.зб. 532-895",1980,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-335_3.pdf
Р226,4Б,opisi-2,2-335,4,Технологічне обладнання для зварювального виробництва,"к. 2-335, од.зб. 896-1156",1979,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-335_4.pdf
Р40,1В,opisi-2,2-336,1,Дизельні двигуни для тракторного і сільськогосподарського машинобудування,"к. 2-336, од.зб. 1-568",1971,2002,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-336_1.pdf
Р40,2,opisi-2,2-336,2,Дизельні двигуни для тракторного і сільськогосподарського машинобудування,"к. 2-336, од.зб. 569-1131",1973,2001,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-336_2.pdf
Р64,1Б,opisi-2,2-337,1,Бадиллязбиральні машини,"к. 2-337, од.зб. 1-91",1972,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-337_1.pdf
Р64,2Б,opisi-2,2-337,2,Бадиллязбиральні машини,"к. 2-337, од.зб. 92-144",1985,1999,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-337_2.pdf
Р64,1В,opisi-2,2-338,1,Лінія механізована МСК-15,"к. 2-338, од.зб. 1-48",1977,1987,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-338_1.pdf
Р64,1Г,opisi-2,2-339,1,Бурякопідіймач СНУ-3С з підкопувальними лапами та підкопувальною скобою,"к. 2-339, од.зб. 1-19",1958,1983,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-339_1.pdf
Р64,1Ґ,opisi-2,2-340,1,Коріннязбиральні машини,"к. 2-340, од.зб. 1-30",1974,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-340_1.pdf
Р64,2В,opisi-2,2-340,2,Коріннязбиральні машини,"к. 2-340, од.зб. 31-59",1985,1994,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-340_2.pdf
Р226,1Д,opisi-2,2-341,1,Технологічне обладнання для механічної обробки,"к. 2-341, од.зб. 1-216",1979,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-341_1.pdf
Р226,2В,opisi-2,2-341,2,Технологічне обладнання для механічної обробки,"к. 2-341, од.зб. 217-450",1975,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-341_2.pdf
Р240,1,opisi-2,2-342,1,Вимірювач телевізійний автоматичний мікропроцесорний зовнішнього діаметра гарячих і холодних труб у технологічному потоці типу ТАИР-2-6,"к. 2-342, од.зб. 1-220",1987,1990,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-342_1.pdf
Р54,1Ґ,opisi-2,2-343,1,Пристрої для геологічної сейсморозвідки,"к. 2-343, од.зб. 1-34",1975,1992,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-343_1.pdf
Р55,1В,opisi-2,2-344,1,Естакада самопідйомна ЭС-350,"к. 2-344, од.зб. 1-31",1969,1969,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-344_1.pdf
Р226,1Е,opisi-2,2-345,1,Технологічне обладнання для контролю якості,"к. 2-345, од.зб. 1-280",1976,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-345_1.pdf
Р226,2Г,opisi-2,2-345,2,Технологічне обладнання для контролю якості,"к. 2-345, од.зб. 281-831",1978,1984,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-345_2.pdf
Р226,3В,opisi-2,2-345,3,Технологічне обладнання для контролю якості,"к. 2-345, од.зб. 832-875",1978,1984,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-345_3.pdf
Р54,1Д,opisi-2,2-346,1,Колекція «Телеметричні системи»,"к. 2-346, од.зб. 1-292",1971,1995,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-346_1.pdf
Р60,1А,opisi-2,2-347,1,Машина для нанесення друку на поліетиленову плівку,"к. 2-347, од.зб. 1-97",1967,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-347_1.pdf
Р60,1Б,opisi-2,2-348,1,Агрегати видувні,"к. 2-348, од.зб. 1-260",1984,1988,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-348_1.pdf
Р60,2А,opisi-2,2-348,2,Агрегати видувні,"к. 2-348, од.зб. 261-459",1978,1984,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-348_2.pdf
Р60,1В,opisi-2,2-349,1,Лінія для виробництва облицювальних рулонних матеріалів ЛВРМ-1850,"к. 2-349, од.зб. 1-718",1980,1989,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-349_1.pdf
Р226,1Є,opisi-2,2-350,1,Установка для визначення перенесення вуглецю в гелієвій атмосфері,"к. 2-350, од.зб. 1-88",1979,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-350_1.pdf
Р226,1Ж,opisi-2,2-351,1,Високотемпературна установка для випробування матеріалів на тривалу міцність і повзучість в гелієвому середовищі,"к. 2-351, од.зб. 1-86",1980,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-351_1.pdf
Р226,1З,opisi-2,2-352,1,Установка для випробування металевих матеріалів у гелієвій атмосфері на тривалу міцність і повзучість,"к. 2-352, од.зб. 1-57",1980,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-352_1.pdf
Р226,1И,opisi-2,2-353,1,Високотемпературна гелієва ампула для дослідження механічних властивостей і самозварюваності сталі,"к. 2-353, од.зб. 1-76",1980,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-353_1.pdf
Р226,1І,opisi-2,2-354,1,Установка для аналізу газів у металах,"к. 2-354, од.зб. 1-61",1981,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-354_1.pdf
Р184,1Ґ,opisi-2,2-355,1,Міжопераційний транспорт автоматичних ліній,"к. 2-355, од.зб. 1-236",1987,1991,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-355_1.pdf
Р184,2,opisi-2,2-355,2,Міжопераційний транспорт автоматичних ліній,"к. 2-355, од.зб. 237-888",1976,1984,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-355_2.pdf
Р184,3,opisi-2,2-355,3,Міжопераційний транспорт автоматичних ліній,"к. 2-355, од.зб. 889-1588",1982,1994,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-355_3.pdf
Р184,4,opisi-2,2-355,4,Міжопераційний транспорт автоматичних ліній,"к. 2-355, од.зб. 1589-1798",1982,1992,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-355_4.pdf
Р184,5,opisi-2,2-355,5,Міжопераційний транспорт автоматичних ліній,"к. 2-355, од.зб. 1799-2113",1982,1992,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-355_5.pdf
Р184,6,opisi-2,2-355,6,Міжопераційний транспорт автоматичних ліній,"к. 2-355, од.зб. 2114-2429",1981,1992,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-355_6.pdf
Р184,7,opisi-2,2-355,7,Міжопераційний транспорт автоматичних ліній,"к. 2-355, од.зб. 2430-2479",1982,1983,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-355_7.pdf
Р78,1Г,opisi-2,2-356,1,Апарати шнекові,"к. 2-356, од.зб. 1-44",1980,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-356_1.pdf
Р78,1Ґ,opisi-2,2-357,1,Установка випарна з мазутними зануреними пальниками,"к. 2-357, од.зб. 1-34",1979,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-357_1.pdf
Р78,1Д,opisi-2,2-358,1,Апарати випарні,"к. 2-358, од.зб. 1-14",1980,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-358_1.pdf
Р78,1Е,opisi-2,2-359,1,Апарати теплообмінні,"к. 2-359, од.зб. 1-27",1980,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-359_1.pdf
Р78,2Б,opisi-2,2-359,2,Апарати теплообмінні,"к. 2-359, од.зб. 28-37",1980,1984,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-359_2.pdf
Р78,1Є,opisi-2,2-360,1,Сушарка розпилювальна,"к. 2-360, од.зб. 1-14",1979,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-360_1.pdf
Р78,1Ж,opisi-2,2-361,1,Кристалізатори,"к. 2-361, од.зб. 1-28",1980,1984,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-361_1.pdf
Р78,2В,opisi-2,2-361,2,Кристалізатори,"к. 2-361, од.зб. 29-58",1980,1983,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-361_2.pdf
Р78,1З,opisi-2,2-362,1,Фільтри спеціальні,"к. 2-362, од.зб. 1-11",1980,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-362_1.pdf
Р78,1И,opisi-2,2-363,1,Герметичний апарат з магнітним вузлом обертання,"к. 2-363, од.зб. 1-9",1980,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-363_1.pdf
Р226,1Ї,opisi-2,2-364,1,Технологічне обладнання для нагріву,"к. 2-364, од.зб. 1-115",1987,1987,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-364_1.pdf
Р78,1І,opisi-2,2-365,1,Центрифуги,"к. 2-365, од.зб. 1-10",1979,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-365_1.pdf
Р78,1Ї,opisi-2,2-366,1,Апарати колонні з різними діаметрами,"к. 2-366, од.зб. 1-45",1981,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-366_1.pdf
Р78,2Г,opisi-2,2-366,2,Апарати колонні з різними діаметрами,"к. 2-366, од.зб. 46-69",1981,1985,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-366_2.pdf
Р78,1Й,opisi-2,2-367,1,Апарати колонні тарільчасті,"к. 2-367, од.зб. 1-54",1981,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-367_1.pdf
Р226,1Й,opisi-2,2-368,1,Лабораторне обладнання,"к. 2-368, од.зб. 1-673",1983,1983,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-368_1.pdf
Р60,1Г,opisi-2,2-369,1,Лінія гранулювання розплаву поліетилену,"к. 2-369, од.зб. 1-120",1975,1984,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-369_1.pdf
Р60,2Б,opisi-2,2-369,2,Лінія гранулювання розплаву поліетилену,"к. 2-369, од.зб. 121-376",1976,1990,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-369_2.pdf
Р250,1,opisi-2,2-370,1,Устаткування для підприємств харчової промисловості,"к. 2-370, од.зб. 1-84",1973,2001,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-370_1.pdf
Р250,2,opisi-2,2-370,2,Устаткування для підприємств харчової промисловості,"к. 2-370, од.зб. 85-162",1975,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-370_2.pdf
Р250,3,opisi-2,2-370,3,Устаткування для підприємств харчової промисловості,"к. 2-370, од.зб. 163-164",1972,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-370_3.pdf
Р78,1К,opisi-2,2-371,1,Випарні установки,"к. 2-371, од.зб. 1-40",1980,1987,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-371_1.pdf
Р252,1,opisi-2,2-372,1,Термомагнітні газоаналізатори,"к. 2-372, од.зб. 1-207",1967,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-372_1.pdf
Р193,1,opisi-2,2-373,1,Ливарні лінії,"к. 2-373, од.зб. 1-83",1981,1997,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-373_1.pdf
Р193,1А,opisi-2,2-374,1,Лабораторне обладнання для ливарного виробництва,"к. 2-374, од.зб. 1",2006,2006,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-374_1.pdf
Р60,1Ґ,opisi-2,2-375,1,Лінія для виробництва плівки,"к. 2-375, од.зб. 1-155",1983,1987,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-375_1.pdf
Р78,1Л,opisi-2,2-376,1,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 1-52",1945,1950,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_1.pdf
Р78,2Ґ,opisi-2,2-376,2,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 53-73",1982,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_2.pdf
Р78,3А,opisi-2,2-376,3,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 74-611",1991,1991,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_3pdf.pdf
Р78,4,opisi-2,2-376,4,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 612-676",1991,1991,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_4pdf.pdf
Р78,5,opisi-2,2-376,5,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 677-721",1991,1991,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_5pdf.pdf
Р78,6,opisi-2,2-376,6,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 722-752",1991,1991,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_6pdf.pdf
Р78,7,opisi-2,2-376,7,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 753-818",1992,1992,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_7pdf.pdf
Р78,8,opisi-2,2-376,8,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 819-838",1993,1993,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_8pdf.pdf
Р78,9,opisi-2,2-376,9,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 839-855",1993,1993,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_9pdf.pdf
Р78,10,opisi-2,2-376,10,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 856-873",1993,1993,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_10pdf.pdf
Р78,11,opisi-2,2-376,11,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 874-957",1994,1994,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_11pdf.pdf
Р78,12,opisi-2,2-376,12,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 958-976",1993,1993,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_12pdf.pdf
Р78,13,opisi-2,2-376,13,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 977-1014",1994,1995,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_13pdf.pdf
Р78,14,opisi-2,2-376,14,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 1015-1033",1993,1993,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_14pdf.pdf
Р78,15,opisi-2,2-376,15,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 1034-1039",1993,1993,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_15pdf.pdf
Р78,16,opisi-2,2-376,16,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 1040-1046",1993,1993,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_16pdf.pdf
Р78,17,opisi-2,2-376,17,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 1047-1053",1993,1993,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_17pdf.pdf
Р78,18,opisi-2,2-376,18,Устаткування для підприємств хімічної промисловості,"к. 2-376, од.зб. 1054-1059",1993,1993,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-376_18pdf.pdf
Р133,1А,opisi-2,2-377,1,Прилади для визначення осмолярності сечі та крові,"к. 2-377, од.зб. 1-15",1995,1995,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-377_1.pdf
Р133,1Б,opisi-2,2-378,1,Монітори ритму серця,"к. 2-378, од.зб. 1-9",1993,1995,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-378_1.pdf
Р133,1В,opisi-2,2-379,1,Індикатор гідратації тканини,"к. 2-379, од.зб. 1-16",1994,1994,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-379_1.pdf
Р133,1Г,opisi-2,2-380,1,Електрокардіостимулятори,"к. 2-380, од.зб. 1-17",1980,1994,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-380_1.pdf
Р248,1,opisi-2,2-381,1,"Агрегати для розтарування сировини на Чернігівському заводі синтетичного волокна, м. Чернігів","к. 2-381, од.зб. 1-20",1975,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-381_1.pdf
Р248,1А,opisi-2,2-382,1,Регенератори для очищення вентиляційного повітря,"к. 2-382, од.зб. 1-183",1975,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-382_1.pdf
Р55,1Г,opisi-2,2-383,1,Крани портальні,"к. 2-383, од.зб. 1-190",1972,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-383_1.pdf
Р192,1А,opisi-2,2-384,1,Верстат для електрохімічного маркування,"к. 2-384, од.зб. 1-45",1982,1985,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-384_1.pdf
Р192,1Б,opisi-2,2-385,1,Автоматична лінія штампування державок прохідних різців,"к. 2-385, од.зб. 1-72",1984,1984,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-385_1.pdf
Р192,1В,opisi-2,2-386,1,Напівавтомат полірувальний для полірування клинків кухонних ножів,"к. 2-386, од.зб. 1-49",1985,1985,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-386_1.pdf
Р192,1Г,opisi-2,2-387,1,Верстат для розпилювання круглого лісоматеріалу,"к. 2-387, од.зб. 1-25",1991,1991,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-387_1.pdf
Р192,1Ґ,opisi-2,2-388,1,Верстат електрохімічного матировання вальців,"к. 2-388, од.зб. 1",2000,2000,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-388_1.pdf
Р78,1М,opisi-2,2-389,1,Приводи для підприємств хімічної промисловості,"к. 2-389, од.зб. 1-62",1982,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-389_1.pdf
Р192,1Д,opisi-2,2-391,1,Устаткування для загартування деталей та корпусів,"к. 2-391, од.зб. 1-146",1959,1986,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-391_1.pdf
Р192,1Е,opisi-2,2-392,1,Установка «Булат»,"к. 2-392, од.зб. 1-246",1977,1990,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-392_1.pdf
Р95,1Д,opisi-2,2-394,1,Екструдери черв'ячні,"к. 2-394, од.зб. 1-142",1980,1985,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-394_1.pdf
Р95,1Е,opisi-2,2-395,1,Лінії виробництва монониток,"к. 2-395, од.зб. 1-534",1978,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU__2-395_1.pdf
Р95,2А,opisi-2,2-395,2,Лінії виробництва монониток,"к. 2-395, од.зб. 535-1338",1980,1991,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-116_2.pdf
Р95,1Є,opisi-2,2-396,1,Укладальник джгута волокна вугілля в контейнери,"к. 2-396, од.зб. 1-242",1976,1985,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-396_1.pdf
Р95,1Ж,opisi-2,2-397,1,Розплавники для виробництва хімічних волокон,"к. 2-397, од.зб. 1-173",1974,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-397_1.pdf
Р95,1З,opisi-2,2-398,1,Машини намотувальні та розмотувальні для виробництва хімічного волокна,"к. 2-398, од.зб. 1-194",1983,1985,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-398_1.pdf
