fond_code,inv_code,page,complex,opys,title,info,year_start,year_end,pdf_urls
Р188,1І,opisi-2,2-263,1,Клапан пневмоелектричний КПЭ-І,"к. 2-263, од.зб. 1-20",1958,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
Р188,1Ї,opisi-2,2-264,1,"Клапан шунтувальний масляний КШМ-0201, КШМ-0202, КШМ-2","к. 2-264, од.зб. 1-45",1950,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
Р188,1Й,opisi-2,2-265,1,Механізм дистанційного налагодження МДН-1,"к. 2-265, од.зб. 1-30",1955,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
Р188,1К,opisi-2,2-266,1,Механізм налагодження з приводом від ізодрома МНПИ,"к. 2-266, од.зб. 1-30",1950,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
Р188,1Л,opisi-2,2-267,1,Механізм ручного налагодження МРН-І,"к. 2-267, од.зб. 1-36",1950,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
Р188,1М,opisi-2,2-268,1,Пневмопривід поршневий з електричним керуванням ППЭ-І,"к. 2-268, од.зб. 1-22",1959,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
Р188,1Н,opisi-2,2-269,1,Приймач синхронізатора гідравлічний ПСГ-1,"к. 2-269, од.зб. 1-29",1952,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
Р188,1О,opisi-2,2-270,1,Реле тиску РД ПС-1,"к. 2-270, од.зб. 1-15",1956,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
Р188,1П,opisi-2,2-271,1,Сервопривід гідравлічний кривошинний СПГК-1,"к. 2-271, од.зб. 1-13",1950,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-257_1__2-261_1__2-262_1__2-263_1__2-264_1__2-265_1__2-266_1__2-267_1__2-268_1__2-269_1__2-270_1__2-271_1.pdf
Р173,1А,opisi-2,2-272,1,Установка стругова високошвидкісна УСВ,"к. 2-272, од.зб. 1-8",1964,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-272_1.pdf
Р184,1Б,opisi-2,2-273,1,Верстат для обробки базової поверхні соплових лопаток моделі БС-200,"к. 2-273, од.зб. 1-29",1954,1962,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-273_1.pdf
Р196,1,opisi-2,2-274,1,Картонорубалка ножова КН-1,"к. 2-274, од.зб. 1-10",1951,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-274_1__2-275_1__2-276_1__2-277_1__2-278_1__2-279_1.pdf
Р196,1А,opisi-2,2-275,1,Блокосклеювальний верстат БТП-2,"к. 2-275, од.зб. 1-44",1955,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-274_1__2-275_1__2-276_1__2-277_1__2-278_1__2-279_1.pdf
Р196,1Б,opisi-2,2-276,1,Травильна машина ФТК-50,"к. 2-276, од.зб. 1-42",1958,1974,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-274_1__2-275_1__2-276_1__2-277_1__2-278_1__2-279_1.pdf
Р196,1В,opisi-2,2-277,1,Коректурний верстат НВК,"к. 2-277, од.зб. 1-26",1956,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-274_1__2-275_1__2-276_1__2-277_1__2-278_1__2-279_1.pdf
Р196,1Г,opisi-2,2-278,1,Гідравлічний обжимний верстат НВК,"к. 2-278, од.зб. 1-29",1958,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-274_1__2-275_1__2-276_1__2-277_1__2-278_1__2-279_1.pdf
Р196,1Ґ,opisi-2,2-279,1,Машина фарборозтирочна мала МКМ,"к. 2-279, од.зб. 1-28",1962,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-274_1__2-275_1__2-276_1__2-277_1__2-278_1__2-279_1.pdf
Р78,1В,opisi-2,2-280,1,Автоматичний фільтр-прес,"к. 2-280, од.зб. 1-9",1974,1974,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-280_1.pdf
Р78,2А,opisi-2,2-280,2,Автоматичний фільтр-прес,"к. 2-280, од.зб. 1-24",1968,1975,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-280_2.pdf
Р78,3,opisi-2,2-280,3,Автоматичний фільтр-прес,"к. 2-280, од.зб. 34-55",1981,1982,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-280_3.pdf
Р188,1Р,opisi-2,2-281,1,Сервоприводи гідравлічні кривошипні (СПГК),"к. 2-281, од.зб. 1-87",1951,1974,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-281_1__2-282_1__2-283_1__2-284_1__2-285_1__2-286_1.pdf
Р188,1С,opisi-2,2-282,1,"Сервоприводи гідравлічні прохідні СПГП-2, СПГП-4, СПГП-5","к. 2-282, од.зб. 1-41",1950,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-281_1__2-282_1__2-283_1__2-284_1__2-285_1__2-286_1.pdf
Р188,1Т,opisi-2,2-283,1,Устаткування для відбирання імпульсу від в’язких середовищ УВС-І,"к. 2-283, од.зб. 1-16",1956,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-281_1__2-282_1__2-283_1__2-284_1__2-285_1__2-286_1.pdf
Р188,1У,opisi-2,2-284,1,Підсилювач двокаскадний гідравлічний УДКГ,"к. 2-284, од.зб. 1-85",1950,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-281_1__2-282_1__2-283_1__2-284_1__2-285_1__2-286_1.pdf
Р188,1Ф,opisi-2,2-285,1,Устаткування імпульсне диференційне сильфонне (УИДС),"к. 2-285, од.зб. 1-54",1951,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-281_1__2-282_1__2-283_1__2-284_1__2-285_1__2-286_1.pdf
Р188,1Х,opisi-2,2-286,1,Пристрої імпульсні,"к. 2-286, од.зб. 1-65",1954,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-281_1__2-282_1__2-283_1__2-284_1__2-285_1__2-286_1.pdf
Р188,2,opisi-2,2-286,2,Пристрої імпульсні,"к. 2-286, од.зб. 66-174",1949,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-286_2.pdf
Р188,3,opisi-2,2-286,3,Пристрої імпульсні,"к. 2-286, од.зб. 175-246",1951,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-286_3__2-306_1__2-307_1__2-308_1.pdf
Р199,1,opisi-2,2-287,1,Лабораторія пенетраціонно-каротажної станції,"к. 2-287, од.зб. 1-160",1966,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-287_1.pdf
Р198,1,opisi-2,2-288,1,Машини підйомні прохідницькі пересувні,"к. 2-288, од.зб. 1-116",1976,1978,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-288_1__2-289_1.pdf
Р198,1А,opisi-2,2-289,1,Лебідка пересувна прохідницька ЛПП-25,"к. 2-289, од.зб. 1-38",1977,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-288_1__2-289_1.pdf
Р184,1В,opisi-2,2-290,1,Експериментальна установка для внутрішнього шліфування трубних заготовок,"к. 2-290, од.зб. 1-171",1961,1963,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-290_1.pdf
Р200,1,opisi-2,2-291,1,Установка для складання гусеничних стрічок,"к. 2-291, од.зб. 1-122",1970,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-291_1__2-292_1__2-293_1__2-294_1__2-295_1__2-296_1.pdf
Р200,1А,opisi-2,2-292,1,Камера напилювання,"к. 2-292, од.зб. 1-38",1974,1974,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-291_1__2-292_1__2-293_1__2-294_1__2-295_1__2-296_1.pdf
Р200,1Б,opisi-2,2-293,1,Піч оплавильна,"к. 2-293, од.зб. 1-13",1974,1974,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-291_1__2-292_1__2-293_1__2-294_1__2-295_1__2-296_1.pdf
Р200,1В,opisi-2,2-294,1,Автомат для фрезерування пазів в колекторі,"к. 2-294, од.зб. 1-51",1972,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-291_1__2-292_1__2-293_1__2-294_1__2-295_1__2-296_1.pdf
Р200,1Г,opisi-2,2-295,1,Комплекс агрегатів для безперервного приготування рідких самотвердіючих сумішей на органічних сполученнях /ОЖСС/,"к. 2-295, од.зб. 1-25",1971,1973,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-291_1__2-292_1__2-293_1__2-294_1__2-295_1__2-296_1.pdf
Р200,1Ґ,opisi-2,2-296,1,Машина для виготовлення стержнів ТИП 1 ОСТ 22-223-72,"к. 2-296, од.зб. 1-113",1979,1984,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-291_1__2-292_1__2-293_1__2-294_1__2-295_1__2-296_1.pdf
Р184,1Г,opisi-2,2-297,1,Алмазно-розточувальний верстат 278 «Л»,"к. 2-297, од.зб. 1-10",1955,1958,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-297_1.pdf
Р138,1Б,opisi-2,2-298,1,Машина для завалювання сипучих матеріалів і феросплавів в електропіч,"к. 2-298, од.зб. 1-151",1962,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-298_1.pdf
Р77,1З,opisi-2,2-299,1,Станція індикації даних СИД-1000,"к. 2-299, од.зб. 1-294",1970,1977,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-299_1__2-300_1__2-301_1.pdf
Р77,1И,opisi-2,2-300,1,Станція індикації графічних даних Сигда-А-532-1,"к. 2-300, од.зб. 1-274",1971,1981,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-299_1__2-300_1__2-301_1.pdf
Р77,1І,opisi-2,2-301,1,Мікропрограмний автомат М-6010,"к. 2-301, од.зб. 1-489",1971,1987,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-299_1__2-300_1__2-301_1.pdf
Р77,1Ї,opisi-2,2-302,1,Система обробки даних Сирена-1,"к. 2-302, од.зб. 1-322",1964,1979,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-302_1.pdf
Р77,1Й,opisi-2,2-303,1,"Система малих електронно-обчислювальних машин. Обчислювальні комплекси СМ-1, СМ-2","к. 2-303, од.зб. 1-880;881-1792",1968,1989,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-303_1_1-880.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-303_1_881-1792.pdf
Р77,2В,opisi-2,2-303,2,"Система малих електронно-обчислювальних машин. Обчислювальні комплекси СМ-1, СМ-2","к. 2-303, од.зб. 1793-2285;2286-2849",1972,1988,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-303_2_1793-2285.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-303_2_2286-2849.pdf
Р207,1,opisi-2,2-304,1,Установка для виготовлення склопластикових труб УТНП-2,"к. 2-304, од.зб. 1-422",1970,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-304_1.pdf
Р117,1В,opisi-2,2-305,1,Електрованни,"к. 2-305, од.зб. 1-57",1959,1959,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-305_1.pdf
Р117,2Б,opisi-2,2-305,2,Електрованни,"к. 2-305, од.зб. 58-156",1959,1960,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-305_2.pdf
Р188,1Ц,opisi-2,2-306,1,Підсилювачі однокаскадні гідравлічні УОКГ-1 – УОКГ-5,"к. 2-306, од.зб. 1-80",1950,1971,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-286_3__2-306_1__2-307_1__2-308_1.pdf
Р188,1Ч,opisi-2,2-307,1,Показник положення дистанційний УПД-1,"к. 2-307, од.зб. 1-11",1950,1970,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-286_3__2-306_1__2-307_1__2-308_1.pdf
Р188,1Ш,opisi-2,2-308,1,Устаткування переривне електромеханічне УПЭМ-2,"к. 2-308, од.зб. 1-22",1955,1966,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-286_3__2-306_1__2-307_1__2-308_1.pdf
Р40,1Б,opisi-2,2-309,1,Зернонавантажувач ЗП-40,"к. 2-309, од.зб. 1-21",1954,1958,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-309_1.pdf
Р218,1,opisi-2,2-310,1,Система автоматичного дотушування гарячого коксу на стрічці конвеєра,"к. 2-310, од.зб. 1-28",1967,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-310_1__2-311_1__2-312_1__2-313_1__2-314_1__2-315_1__2-316_1.pdf
Р218,1А,opisi-2,2-311,1,Автоматизація відсадочних машин дрібного вугілля,"к. 2-311, од.зб. 1-32",1968,1968,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-310_1__2-311_1__2-312_1__2-313_1__2-314_1__2-315_1__2-316_1.pdf
Р218,1Б,opisi-2,2-312,1,Аналізатор вологості смоли в потоці В-ЗА,"к. 2-312, од.зб. 1-17",1970,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-310_1__2-311_1__2-312_1__2-313_1__2-314_1__2-315_1__2-316_1.pdf
Р218,1В,opisi-2,2-313,1,Датчик теплового еквіваленту,"к. 2-313, од.зб. 1-73",1971,1972,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-310_1__2-311_1__2-312_1__2-313_1__2-314_1__2-315_1__2-316_1.pdf
Р218,1Г,opisi-2,2-314,1,Система дистанційного керування вугіллязагрузочними вагонами бат.5-6,"к. 2-314, од.зб. 1-119",1973,1976,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-310_1__2-311_1__2-312_1__2-313_1__2-314_1__2-315_1__2-316_1.pdf
Р218,1Ґ,opisi-2,2-315,1,Магнітогорський металургійний комбінат. Система автоматичного прийому коксу в гасильний вагон бат.8 (БИС),"к. 2-315, од.зб. 1-27",1980,1983,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-310_1__2-311_1__2-312_1__2-313_1__2-314_1__2-315_1__2-316_1.pdf
Р218,1Д,opisi-2,2-316,1,Московський коксогазовий завод. Система дистанційного керування трьома електровозами гасильних вагонів бат.1-4,"к. 2-316, од.зб. 1-314",1972,1980,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-310_1__2-311_1__2-312_1__2-313_1__2-314_1__2-315_1__2-316_1.pdf
Р108,1А,opisi-2,2-317,1,Транспортний рефрижератор-постачальник типу «Ливадия»,"к. 2-317, од.зб. 1-1204",1990,1990,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-317_1.pdf
Р108,2А,opisi-2,2-317,2,Транспортний рефрижератор-постачальник типу «Ливадия»,"к. 2-317, од.зб. 1205-2141",1990,1990,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-317_2.pdf
Р108,3А,opisi-2,2-317,3,Транспортний рефрижератор-постачальник типу «Ливадия»,"к. 2-317, од.зб. 1-566",1990,1990,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-317_3.pdf
Р108,4,opisi-2,2-317,4,Транспортний рефрижератор-постачальник типу «Ливадия»,"к. 2-317, од.зб. 567-911;912-1294;1295-1648",1991,1994,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-317_4_567-911.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-317_4_912-1294.pdf;https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-317_4_1295-1648.pdf
Р108,5,opisi-2,2-317,5,Транспортний рефрижератор-постачальник типу «Ливадия»,"к. 2-317, од.зб. 1649-2768",1991,1993,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-317_5.pdf
Р108,6,opisi-2,2-317,6,Транспортний рефрижератор-постачальник типу «Ливадия»,"к. 2-317, од.зб. 1-2147",1992,1996,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-317_6.pdf
Р108,7,opisi-2,2-317,7,Транспортний рефрижератор-постачальник типу «Ливадия»,"к. 2-317, од.зб. 2147а-2971",1991,1992,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-317_7.pdf
Р108,8,opisi-2,2-317,8,Транспортний рефрижератор-постачальник типу «Ливадия»,"к. 2-317, од.зб. 2974-4452",1991,1993,https://cdnta-old.archives.gov.ua/images/opis/CDNTAU_2-317_8.pdf
