kind,level,ref,detail
sequence-gap,case,ДАЧгО-239-2,"9490 missing in 357..9872: 358-492,494-1194,1196-1417,1419-1451,1453-1508,1510-1744,1746-1801,1803-2250,2252-2354,2356-3006,3008-3545,3547-3849,3851-3894,3896-4801,4803-5164,5166-5728,5730-5859,5861-6705,6707-7508,7510-7711,…"
sequence-gap,case,ДАЧгО-239-6,"1185 missing in 2..1199: 4-26,29,31-167,169-300,302-408,410-975,977-1003,1005-1122,1124-1161,1163-1198"
sequence-gap,case,ДАЧгО-674-1,"39 missing in 1..108: 62-65,67,69-78,80-84,86-88,90-93,95-102,104-107"
sequence-gap,case,ДАЧгО-674-3,"43 missing in 3..55: 4,6-10,12-13,15-18,21-23,25-32,34-41,43-54"
sequence-gap,case,ДАЧгО-Р4533-1,"60 missing in 1..97: 19,31-37,39,41-55,58-90,94-96"
sequence-gap,case,ДАЧгО-Р8840-1,"56209 missing in 304..56553: 305-370,372-609,611-6564,6566-6567,6569-6586,6588-6606,6608-6833,6835-7961,7963-9045,9047-9664,9666-10593,10595-12644,12646-15283,15285-17082,17084-18073,18075-18149,18151-18423,18425-19144,19146-20429,20431-23276,…"
sequence-gap,case,ДАЧгО-Р8840-3,"11891 missing in 67..12452: 68-71,73-98,100-211,213-313,315-333,335-380,382-406,408-421,423-451,453-499,501-655,657-737,739-816,818-869,871-945,947-1012,1014-1032,1034-1106,1108-1116,1118-1123,…"
sequence-gap,case,ДАЧгО-145-1,"1084 missing in 21..1173: 22-37,39-44,47-59,61-63,65,68-82,85-88,90-91,93-160,162,164-168,172-177,180-181,183-186,188,190-211,214-243,245-257,260-266,273-276,…"
sequence-gap,case,ДАЧгО-145-2,"1494 missing in 13..1546: 14-37,39-141,143-181,183-214,216-227,229-431,433-677,679-754,756-785,787-873,875-954,956-957,960-971,973-974,978-982,985-1081,1084-1123,1125-1193,1195-1250,1252,…"
sequence-gap,case,ДАЧгО-145-3,"2543 missing in 38..2671: 39-46,48-133,135-284,286-338,340-365,367-370,372-411,413-440,442-636,638-851,853-961,963-964,966-1049,1051-1073,1075-1129,1131-1219,1221-1374,1376-1378,1380-1490,1492-1497,…"
sequence-gap,case,ДАЧгО-132-1,"753 missing in 2..1344: 3-36,38-80,82-102,104-109,111,113-133,135,137-147,150-153,155-178,187-200,203-213,215-274,278-293,295-340,343-350,353-356,358-365,367-376,378-381,…"
sequence-gap,case,ДАЧгО-132-2,"320 missing in 2..354: 3-20,22-31,33-34,36-53,55-59,61-64,66,68-79,82-112,114-128,130-131,133-137,139-140,142,144,146-149,151-166,169-205,207-241,243-244,…"
sequence-gap,case,ДАЧгО-679-19,"342 missing in 25..461: 27,34-70,107-178,180-201,203-241,263-309,311-434"
sequence-gap,case,ДАЧгО-679-1,423 missing in 1..2042: 1619-2041
sequence-gap,case,ДАЧгО-679-3,32 missing in 1..998: 966-997
sequence-gap,case,ДАЧгО-679-4,"1184 missing in 2..1686: 3-6,8-15,17-20,23-28,30,33,35,38,41-44,47-50,54-60,63-72,74-96,98-108,110-112,117,120-121,123-136,138-142,147-154,…"
