oc_id,parsed,target
193a6407-49b9-4143-8171-a91291b85f6a,ДАДнО-Р1450-1,ДАДНО-Р1450-1
0d5917e4-3439-456d-8bc1-54841e9b3e80,ДАДнО-Р1450-1,ДАДНО-Р1450-1
f3cfb802-37e6-43c5-860a-59a359cc8619,ДАДнО-Р1452-1,ДАДНО-Р1452-1
515526cc-7710-401f-89f6-6a15caa9bee4,ДАДнО-Р1452-1ДОД,ДАДНО-Р1452-1ДОД
4a74fa2b-6907-4591-9956-f25c1a2b5aec,ДАДнО-Р1453-1,ДАДНО-Р1453-1
0c584f71-6a05-4e12-bd50-d1bab319c90c,ДАДнО-Р1454-1,ДАДНО-Р1454-1
e48d644c-5a4f-40d5-a00a-d014886ec5a1,ДАДнО-Р1456-1ДОД,ДАДНО-Р1456-1ДОД
a7c1d487-8742-4139-98d8-5bbd3322cd8c,ДАДнО-Р1458-1,ДАДНО-Р1458-1
3f5d0fff-296e-438a-ad4d-bec8da5d89c8,ДАДнО-Р1458-1ДОД,ДАДНО-Р1458-1ДОД
6fcee3a0-c770-4301-9efc-d629293c0f50,ДАДнО-Р1475-1,ДАДНО-Р1475-1
4250114f-cf60-4226-aec3-cdeee93b80a8,ДАДнО-Р1475-2,ДАДНО-Р1475-2
c5da8ae8-14b9-4cd1-a746-c077973dd1ac,ДАДнО-Р1475-3,ДАДНО-Р1475-3
cd331242-70f6-4f98-8232-8380ab4020b7,ДАДнО-Р1481-1,ДАДНО-Р1481-1
a784c8eb-2d2f-4578-94a4-b23c73f589dd,ДАДнО-Р1485-1,ДАДНО-Р1485-1
15958ed9-7b81-40fe-b71f-1343269b286a,ДАДнО-Р1485-1ДОД,ДАДНО-Р1485-1ДОД
badcb992-860c-458b-a519-315fb280f504,ДАДнО-Р1506-1,ДАДНО-Р1506-1
4af0a45a-e5df-410e-99ad-1337f0d9ac2e,ДАДнО-Р1518-1,ДАДНО-Р1518-1
0dbaea18-f334-4fb2-b985-49318f534412,ДАДнО-Р1519-1,ДАДНО-Р1519-1
3c4ca976-122d-41ff-a3a2-6d8431d7f6e2,ДАДнО-Р1520-1,ДАДНО-Р1520-1
33775d70-835d-4251-98f1-783132e0dc3f,ДАДнО-Р1520-1ДОД,ДАДНО-Р1520-1ДОД
0351b615-13dd-48e0-9676-f9632ccc26e2,ДАДнО-Р1520-3,ДАДНО-Р1520-3
1d8c2eb0-73dc-49af-8273-13147f9ce8c3,ДАДнО-Р1520-4,ДАДНО-Р1520-4
59ca801e-e9d0-481e-90f0-6655e451dc5a,ДАДнО-Р1520-5,ДАДНО-Р1520-5
e6a01978-c00e-4dd0-8f3a-1e2228b16bc7,ДАДнО-Р1521-1,ДАДНО-Р1521-1
febf02e1-10b5-4750-8625-437c62bf880b,ДАДнО-Р1522-1,ДАДНО-Р1522-1
d0579e30-3f85-451e-906f-5b13a4856e7e,ДАДнО-Р1522-1,ДАДНО-Р1522-1
0ff903b8-a06c-45e8-b5b1-846a8b610531,ДАДнО-Р1549-1,ДАДНО-Р1549-1
736ce4e0-a629-4572-a306-8261df8c3ccc,ДАДнО-Р1556-1,ДАДНО-Р1556-1
d3e7ec5c-60c7-485b-9732-2bb0cca7cb1f,ДАДнО-Р1558-1,ДАДНО-Р1558-1
7c04382d-9fa6-42dc-a586-52bc6fd2f912,ДАДнО-Р1558-1ДОД,ДАДНО-Р1558-1ДОД
f3fadcca-fb12-4f19-b14a-7dc824394120,ДАДнО-Р1558-2,ДАДНО-Р1558-2
03226d37-44c4-4541-9747-f1c333fb5d22,ДАДнО-Р1558-2ДОД,ДАДНО-Р1558-2ДОД
b493d2e2-f638-4689-8afb-db0590857072,ДАДнО-Р1558-3ДОД,ДАДНО-Р1558-3ДОД
710b89ee-5bca-4c66-94f9-e5013e27afc4,ДАДнО-Р1564-1,ДАДНО-Р1564-1
4855d7c8-92d6-4a70-a339-3f38c3f6edf8,ДАДнО-Р158-1,ДАДНО-Р158-1
adc3c899-d3b8-4b20-88ed-84d0ade90c8c,ДАДнО-Р158-2,ДАДНО-Р158-2
490c5a7a-c36d-45da-ba89-0117066f58fd,ДАДнО-Р159-1,ДАДНО-Р159-1
75a99eac-2d06-49a7-9dbb-be803f4c7436,ДАДнО-Р160-1,ДАДНО-Р160-1
