target_full_code,inv,fs_sprava,spr_norm,action,oc_id,url
ЦДІАК-128-2-432,2,432,432,create+link,4e8d6f94-c029-48a8-9223-25fa34f1b4b4,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931130
ЦДІАК-128-2-433,2,433,433,create+link,92a7525d-a8be-46ed-84dc-013b26d7fb2c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931125
ЦДІАК-128-2-434,2,434,434,create+link,ce8c10a1-c5ae-44a8-8f71-7003abfcd93f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931133
ЦДІАК-128-2-435,2,435,435,create+link,537c036a-df1a-4bd5-9a6a-f007b6663bc1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931134
ЦДІАК-128-2-436,2,436,436,create+link,2338ed9f-e350-450e-920e-92e6feb1789c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931135
ЦДІАК-128-2-437,2,437,437,create+link,cb0436d6-aef0-4302-901f-714262f59709,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931132
ЦДІАК-128-2-438,2,438,438,create+link,5352a567-9fc2-47ba-9664-90ac18461fd1,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931136
ЦДІАК-128-2-439,2,439,439,create+link,1f86a8e6-22d9-4866-b004-edf061f47576,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931144
ЦДІАК-128-2-440,2,440,440,create+link,b233542a-6a0f-4384-8099-b39a941938a2,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931137
ЦДІАК-128-2-441,2,441,441,create+link,d73dacd2-2802-47d9-a0eb-120e7ab4ef82,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931146
ЦДІАК-128-2-442,2,442,442,create+link,606a8611-bafe-4e67-a5f5-d08aae1b12cb,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931138
ЦДІАК-128-2-443,2,443,443,create+link,362b4b7f-878d-460a-a06e-71349f880109,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931141
ЦДІАК-128-2-444,2,444,444,create+link,82c90b9f-dfe7-4854-8020-02d451013c6e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931147
ЦДІАК-128-2-445,2,445,445,create+link,949c7537-ce81-4844-8a8b-1b59cba7e63b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931152
ЦДІАК-128-2-446,2,446,446,create+link,bd3a4604-2007-4caf-b9ab-683b0d6a9894,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931153
ЦДІАК-128-2-447,2,447,447,create+link,2c42ed1b-0da1-4675-a6fa-cd60c57beeb9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931159
ЦДІАК-128-2-448,2,448,448,create+link,cf46115e-78a3-4691-b6be-1d777406ce03,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931162
ЦДІАК-128-2-449,2,449,449,create+link,e4cbdfcd-689e-42f1-8ed0-033c513e840f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931160
ЦДІАК-128-2-450,2,450,450,create+link,1c23ca94-e0d3-4d2e-b42d-72b55b2c4c8a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931156
ЦДІАК-128-2-451,2,451,451,create+link,f5b6800f-9080-48a5-ac25-f9f5f061ca39,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931115
ЦДІАК-128-2-452,2,452,452,create+link,e26fae42-e447-46bf-bfbe-00316fc98fec,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931157
ЦДІАК-128-3-78,3,78,78,create+link,05abd888-6144-49fe-9309-7cc824cf92c8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931168
ЦДІАК-128-3-79,3,79,79,create+link,3aaa01c7-612b-4a5e-a88c-82865b2f084a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931173
ЦДІАК-128-3-80,3,80,80,create+link,9cd68eb5-c856-4c3d-b2d9-6d7d6d30a3be,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931167
ЦДІАК-128-3-81,3,81,81,create+link,b4bb5783-ec66-46f2-ad49-a356526db66b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931176
ЦДІАК-128-3-82,3,82,82,create+link,98d65bd9-2e88-42dd-9c2d-9456c6db95d9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931178
ЦДІАК-128-3-83,3,83,83,create+link,61e213b4-404c-4d7c-ba28-7787bdc5c9e7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931174
ЦДІАК-128-3-84,3,84,84,create+link,6ab61283-c245-4cbb-85b2-14abb20cbd09,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931175
ЦДІАК-128-3-85,3,85,85,create+link,57e128c2-400a-491e-8be5-eb29dd42950d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931170
ЦДІАК-128-3-86,3,86,86,create+link,b59443b9-5298-4932-849b-7a7f1ca167ef,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931181
ЦДІАК-128-3-87,3,87,87,create+link,fa9e51d4-7c2d-4408-8052-517000d9fadf,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931165
ЦДІАК-128-3-88,3,88,88,create+link,24587527-5adc-4e20-b504-b65294ce7e82,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931183
ЦДІАК-128-3-89,3,89,89,create+link,f9bf3178-ee3e-4568-a0eb-ac6164f45478,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931182
ЦДІАК-128-3-90,3,90,90,create+link,28b9c108-7c91-4a25-b488-d276dd7ff3e4,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931184
ЦДІАК-128-3-91,3,91,91,create+link,20fffdb7-ea63-45a1-9a32-42c8950dc1b9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931187
ЦДІАК-128-3-92,3,92,92,create+link,0e46f8ea-efeb-4196-b71a-a14b541c9bb3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931189
ЦДІАК-128-3-93,3,93,93,create+link,f2f206a9-2604-49d0-abd8-85ef7da26065,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931190
ЦДІАК-128-3-94,3,94,94,create+link,7e504fcc-6fec-44f5-a1c6-512538ff534a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931191
ЦДІАК-128-3-95,3,95,95,create+link,6523ddde-85f8-447a-8321-97e2aa22dac8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931196
ЦДІАК-128-3-96,3,96,96,create+link,5fdf4d32-e8e8-4563-8004-6b99676902f7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931194
ЦДІАК-128-3-96А,3,96а,96А,create+link,da575f47-cb71-4f35-98b2-c79cd998ee89,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931192
ЦДІАК-128-3-96Б,3,96б,96Б,create+link,d77f7d4b-301a-4077-a182-47ce338c1732,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931195
ЦДІАК-128-3-97,3,97,97,create+link,74a686c0-b1e4-43e0-bb15-2a39106ce1d8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931197
ЦДІАК-128-3-98,3,98,98,create+link,a28f19b5-54c5-4648-80b5-2c7c327e184c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931202
ЦДІАК-128-3-99,3,99,99,create+link,62bf4251-3214-447b-a55b-de5ea86788a5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931207
ЦДІАК-128-3-100,3,100,100,create+link,71207c3b-cdcc-4e3f-ba10-857b19cd8262,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931204
ЦДІАК-128-3-101,3,101,101,create+link,5572fbeb-9354-4717-ac46-5e9773caa630,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931198
ЦДІАК-128-3-102,3,102,102,create+link,3cdfabc8-efc5-4a94-bdca-3af5c78581cd,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931199
ЦДІАК-128-3-103,3,103,103,create+link,7287757a-13e4-40e1-afee-91dd4805b4c3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931208
ЦДІАК-128-3-104,3,104,104,create+link,7f88e749-5962-4534-b086-12cdcdda2c3f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931209
ЦДІАК-128-3-117,3,117,117,create+link,01521eb8-cc26-41ba-9645-bc268171c51e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931203
ЦДІАК-128-3-118,3,118,118,create+link,eb38a62b-4dcb-4627-b18c-f44b8b40404a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931201
ЦДІАК-128-3-119,3,119,119,create+link,a91c984f-06e1-4376-8582-eb4481cb71a5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931210
ЦДІАК-128-3-120,3,120,120,create+link,4ae0eb42-07ba-491c-9f43-fee38f8ef0ca,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931212
ЦДІАК-128-3-121,3,121,121,create+link,b0eb1aee-47cd-4038-9827-6cd969330801,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931213
ЦДІАК-128-3-122,3,122,122,create+link,c1ca9f55-0ecf-4759-bd44-d53d079edbb8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931216
ЦДІАК-128-3-123,3,123,123,create+link,98313876-c5d1-47da-89a5-e1fbaa0209c4,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931215
ЦДІАК-128-3-124,3,124,124,create+link,5b4614d6-85a3-4e31-902e-c1d4dd25a68a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931219
ЦДІАК-128-3-125,3,125,125,create+link,da224ae5-f184-4f47-a62d-9bacd47fd036,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931221
ЦДІАК-128-3-126,3,126,126,create+link,d0c777d5-3537-40c6-a8e3-98b396fe4ab2,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931220
ЦДІАК-128-3-127,3,127,127,create+link,61604c43-70c6-4fcd-9d3e-7156654079dc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931222
ЦДІАК-128-3-128,3,128,128,create+link,924d0e96-9264-416d-81e8-ec964f4029ef,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931218
ЦДІАК-128-3-129,3,129,129,create+link,a392676c-d2d5-4ec9-87be-60865e56c7cc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931226
ЦДІАК-128-3-130,3,130,130,create+link,1085fbe9-45d0-4e65-a23a-cda0eda2da48,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931224
ЦДІАК-128-3-131,3,131,131,create+link,b41485fa-251d-49be-9ab5-10d2c88fe460,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931228
ЦДІАК-128-3-133,3,133,133,create+link,f04ffeb6-6c9c-4089-8fb3-b13fbedfc5d9,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931229
ЦДІАК-128-3-134,3,134,134,create+link,4ba8475b-1e69-4423-94e1-507bc222bb82,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931230
ЦДІАК-128-3-135,3,135,135,create+link,a95d4aa3-7ed7-4211-a47d-8d278e20c679,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931231
ЦДІАК-128-3-137,3,137,137,create+link,eda3ae6e-0ae6-4661-a776-3e9128178b82,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931232
ЦДІАК-128-3-138,3,138,138,create+link,787282f6-a7b5-4c3a-95e6-a141427b6c63,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931233
ЦДІАК-128-3-139,3,139,139,create+link,19687989-53bc-403b-a6af-ac35d13d2c63,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931235
ЦДІАК-128-3-140,3,140,140,create+link,bf54e2e5-9395-4353-a5a0-20c4f0da334f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931236
ЦДІАК-128-3-141,3,141,141,create+link,e09c53de-4316-4aed-948c-6e1a01b03290,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931237
ЦДІАК-128-3-142,3,142,142,create+link,7cb1b2b2-29f6-443b-bfaf-5a1c67121efd,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931238
ЦДІАК-128-3-143,3,143,143,create+link,06403e6a-0d7c-4b00-91b1-0301c3db637a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931245
ЦДІАК-128-3-144,3,144,144,create+link,2a6e7579-5d0c-465d-a04b-2a737468e5cd,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931246
ЦДІАК-128-3-145,3,145,145,create+link,fe467c34-09a2-4481-aa9e-bb53f2c36fca,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931239
ЦДІАК-128-3-146,3,146,146,create+link,d9b7d936-dfd5-4859-ae0e-1593a0001229,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931247
ЦДІАК-128-3-147,3,147,147,create+link,98a458f4-2f5c-4249-bac7-1f72fceed502,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931253
ЦДІАК-128-3-148,3,148,148,create+link,16bf7670-a090-4526-a1d5-e17fccaaaa5c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931244
ЦДІАК-128-3-149,3,149,149,create+link,4dc9f5df-8831-4ead-b663-d7d8481f07db,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931300
ЦДІАК-128-3-150,3,150,150,create+link,b527fe6a-8e66-4a52-bd69-792260b1058d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931304
ЦДІАК-128-3-151,3,151,151,create+link,fc8d7cee-6e61-47f0-8165-7eaf09a94c7b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931305
ЦДІАК-128-3-152,3,152,152,create+link,04b09d6e-bf7a-4419-8104-69e7072edb8f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931302
ЦДІАК-128-3-153,3,153,153,create+link,6c5c93ce-cc25-4aa7-a850-c8740727d15d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931306
ЦДІАК-128-3-154,3,154,154,create+link,b88e2474-bd68-4f35-a60d-1687488026b7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931307
ЦДІАК-128-3-155,3,155,155,create+link,35cddd9c-9719-4e94-8c1a-c4d65a7c4e9e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931309
ЦДІАК-128-3-156,3,156,156,create+link,698fe770-d554-4763-9df2-d03fe7361625,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931310
ЦДІАК-128-3-157,3,157,157,create+link,c73f5a6a-ad6e-4ab1-bd6e-c10a14321d4c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931311
ЦДІАК-128-3-158,3,158,158,create+link,1f5f1096-b6b3-405b-a000-2dd1db3c6014,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931312
ЦДІАК-128-3-159,3,159,159,create+link,b660e308-1f41-4b08-a686-e8e9a13092c8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931314
ЦДІАК-128-3-160,3,160,160,create+link,bdd3875e-92d9-485e-9246-9e19f10f69a4,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931317
ЦДІАК-128-3-161,3,161,161,create+link,2f4b734d-d5c3-4bf3-a351-ec95b507b6fc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931320
ЦДІАК-128-3-162,3,162,162,create+link,4b5b5283-a35f-4600-9e52-ac070e99930c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931322
ЦДІАК-128-3-163,3,163,163,create+link,afda50f4-0665-4ffa-a37c-ce0dc28743bc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931321
ЦДІАК-128-3-164,3,164,164,create+link,d55c627e-8010-4009-94c5-3db1be60f007,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931323
ЦДІАК-128-3-165,3,165,165,create+link,bb59c75d-f9f0-4e26-92aa-e3822d3342c7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931324
ЦДІАК-128-3-167,3,167,167,create+link,5578b70f-8d42-4f63-b123-37315dc0c2b8,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931326
ЦДІАК-128-3-168,3,168,168,create+link,0532a7d1-c0fb-4033-832b-454e81283613,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931329
ЦДІАК-128-3-169,3,169,169,create+link,b1c638af-9362-473d-8ecd-95c252f21d84,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931325
ЦДІАК-128-3-170,3,170,170,create+link,e2540476-8a90-43d3-9a4f-7540ac8bc7da,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931328
ЦДІАК-128-3-171,3,171,171,create+link,446ccf22-8e19-4e5e-a4d7-54298445a5a3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931331
ЦДІАК-128-3-172,3,172,172,create+link,fcfa8b98-f633-49ed-84c3-fc30c6e86404,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931333
ЦДІАК-128-3-173,3,173,173,create+link,75c4ce95-80f7-48f4-932c-63b55f81fbc3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931335
ЦДІАК-128-3-174,3,174,174,create+link,f1a0568b-7a19-4bbd-8cf6-43dbccfc8b83,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931319
ЦДІАК-128-3-175,3,175,175,create+link,ff72918c-25a6-4fb0-9ffa-c37200c55b26,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931334
ЦДІАК-128-3-176,3,176,176,create+link,8d7fb3b2-b6bb-4c4b-9b2d-95c77c739268,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931241
ЦДІАК-128-3-177,3,177,177,create+link,a3d87f27-31b6-4970-a130-6a8fb5195b3d,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931258
ЦДІАК-128-3-178,3,178,178,create+link,8567d2c7-541b-48ce-b24b-78d9c38dae6a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931254
ЦДІАК-128-3-179,3,179,179,create+link,f2b4107d-7be7-48cc-a124-bfe9bb3f071c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931255
ЦДІАК-128-3-180,3,180,180,create+link,9075ecda-9bb0-46c4-99aa-036b5daa3409,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931259
ЦДІАК-128-3-181,3,181,181,create+link,0f210a13-e730-49e9-841f-b2ae407f0aa7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931260
ЦДІАК-128-3-182,3,182,182,create+link,ebd9d1c6-7cab-44bd-8af4-a737edef379f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931262
ЦДІАК-128-3-183,3,183,183,create+link,c829391d-806f-4483-b266-347adadd6d09,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931264
ЦДІАК-128-3-184,3,184,184,create+link,ecc9dcbe-bacc-430d-9ed1-5259c4a8d058,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931263
ЦДІАК-128-3-185,3,185,185,create+link,4e8fbcc4-a3ca-40c3-a8c3-4f9630307edb,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931265
ЦДІАК-128-3-186,3,186,186,create+link,86c33cb9-b0b1-4ef1-9005-0123625fc54b,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931266
ЦДІАК-128-3-187,3,187,187,create+link,18557655-1816-47f6-9589-ca9656be7a74,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931267
ЦДІАК-128-3-188,3,188,188,create+link,7a7b60ce-f9f7-4df9-9678-ed5df4d9f793,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931279
ЦДІАК-128-3-189,3,189,189,create+link,282beb35-d02d-472e-89f2-fd58777261d7,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931269
ЦДІАК-128-3-190,3,190,190,create+link,f356d5f0-b6b3-4ed6-9b94-d776188c9363,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931271
ЦДІАК-128-3-191,3,191,191,create+link,cb6a8f67-8e35-4247-a856-70e4a769dac4,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931272
ЦДІАК-128-3-192,3,192,192,create+link,dfc80894-113c-469c-9f81-b54daa1f49da,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931274
ЦДІАК-128-3-193,3,193,193,create+link,9f8d3e94-f79b-4dad-acf3-7d1d71ec40bc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931273
ЦДІАК-128-3-194,3,194,194,create+link,90f7bcb1-4734-446d-9bd7-23c082d356f0,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931270
ЦДІАК-128-3-195,3,195,195,create+link,b92d5845-a896-49f0-82d1-c17cd6e078e3,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931276
ЦДІАК-128-3-196,3,196,196,create+link,1dc72061-a6f4-4669-982b-aed343444cbc,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931268
ЦДІАК-128-3-197,3,197,197,create+link,c3696917-1a9a-408b-b6e3-ff200caf640a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931277
ЦДІАК-128-3-198,3,198,198,create+link,0557f91a-a3bb-4b13-af49-e1057e473de5,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931275
ЦДІАК-128-3-199,3,199,199,create+link,edb37527-3e6f-419b-a2a8-89529803625a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931278
ЦДІАК-128-3-200,3,200,200,create+link,d1622267-3ce3-4b8b-9f73-d72524078558,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931283
ЦДІАК-128-3-201,3,201,201,create+link,07521eee-ab0f-404e-8dbc-a583b0dcfb0a,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931285
ЦДІАК-128-3-202,3,202,202,create+link,c4500ec9-46d4-4bb2-be4f-779e87b0f0f2,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931286
ЦДІАК-128-3-203,3,203,203,create+link,e4e54344-447d-4f66-8cc2-f887cf85fe47,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931287
ЦДІАК-128-3-204,3,204,204,create+link,42fde2d5-6945-4a12-970d-2cdf9a857a93,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931290
ЦДІАК-128-3-205,3,205,205,create+link,d598b4f5-0b58-4b79-8ac9-056b65f1e561,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931289
ЦДІАК-128-3-206,3,206,206,create+link,a510a60f-769e-4daa-a15d-dc4dbf34db0f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931291
ЦДІАК-128-3-207,3,207,207,create+link,62b6c898-1aa9-4904-9995-ac5de6205967,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931293
ЦДІАК-128-3-208,3,208,208,create+link,5d9e03df-37b7-465a-b41f-aaf61595e223,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931294
ЦДІАК-128-3-209,3,209,209,create+link,a78b150c-7359-40cf-9816-031dcb311bab,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931296
ЦДІАК-128-3-210,3,210,210,create+link,67bebce3-b970-4485-93f3-5c33247b7928,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931298
ЦДІАК-128-3-211,3,211,211,create+link,56c77934-7748-44e3-987e-304caa05a269,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931303
ЦДІАК-128-3-212,3,212,212,create+link,bc878ab3-fb37-45bc-ac0f-9c1e09df024e,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931301
ЦДІАК-128-3-213,3,213,213,create+link,d6e504f1-8eb0-4331-937c-1191c61c0818,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931299
ЦДІАК-128-3-335,3,335,335,create+link,4a4ac5eb-8fae-4c2d-8a28-8ee011fbec8c,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931338
ЦДІАК-128-3-408,3,408,408,create+link,9d42f057-560b-4c5a-b861-33800a63fd7f,https://www.familysearch.org/en/records/images/search-results?imageGroupNumbers=127931313
