archive,code,fond,inventory,file,title,tags,years
ДАХеО,137-31-23,137,31,23,"Метрична книга. Церква Зішестя Святого Духа, с. Новодмитрівка Херсонського пов. Олександрівської вол.",метрична книга|народження|шлюб|смерть,1889-1889
ДАХеО,207-1-1733,207,1,1733,"Списки парафіян. Церква Св. Миколая, с. Олександрівка Херсонського пов. Олександрівської вол.",,1828-1828
ДАХеО,207-1-1785,207,1,1785,"Списки парафіян. Молитовний дім, церква Покрови Пресвятої Богородиці, с. Костромське Херсонського пов. Покровської (Любомирівської) вол.",,1830-1830
ДАХеО,198-1-71,198,1,71,"Списки парафіян. Церква Св. Миколая, с. Снігурівка Херсонського пов. Снігурівської (ОдбідоВасилівської) вол.",,1843-1843
ДАХеО,207-1-1774,207,1,1774,"Списки парафіян. Церква святителя Миколая, с. Тягинка Херсонського пов. Тягинської вол.",,1829-1829
ДАХеО,198-1-5,198,1,5,"Списки парафіян. Каплиця, церква Різдва Пресвятої Богородиці, с. Шестірня Кизикерменського, Херсонського пов. Шестірнянської вол.",,1784-1784
ДАХеО,207-1-1739,207,1,1739,"Списки парафіян. Церква Покрови Пресвятої Богородиці, с. Широке Кизикерменського, Херсонського пов. Широківської вол.",,1828-1828
ДАХеО,137-26-2,137,26,2,"Метрична книга. Церква Преображення Господнього, с. Мар’янівка Херсонського пов.",метрична книга|народження|шлюб|смерть,1912-1912
ДАХеО,137-27-16,137,27,16,"Метрична книга. Церква римо-католицька, м. Херсон Херсонського пов.",метрична книга|шлюб,
ДАХеО,113-1-101,113,1,101,"Метрична книга. Синагога, м. Херсон Херсонського пов.",метрична книга|шлюб,1838-1839
