kind,level,ref,detail
sequence-gap,description,ЦДАВО-308,1 missing in 1..9: 8
sequence-gap,description,ЦДАВО-2853,1 missing in 1..5: 4
sequence-gap,description,ЦДАВО-4276,1 missing in 1..4: 2
sequence-gap,description,ЦДАВО-4033,3661 missing in 1..3665: 3-3663
sequence-gap,description,ЦДАВО-573,1079 missing in 1..1083: 3-1081
sequence-gap,description,ЦДАВО-5126,2 missing in 1..6: 2-3
sequence-gap,description,ЦДАВО-2684,28 missing in 1..32: 4-31
junk-code,description,ЦДАВО-5274/1СТИМЧЗБ,"irregular shape, migrated as ""1СТИМЧЗБ"""
sequence-gap,description,ЦДАВО-323,1 missing in 1..5: 2
sequence-gap,description,ЦДАВО-2202,2 missing in 1..5: 3-4
sequence-gap,description,ЦДАВО-4777,2 missing in 1..5: 3-4
sequence-gap,description,ЦДАВО-3207СЧ,5 missing in 7..14: 9-13
sequence-gap,description,ЦДАВО-4486,1 missing in 1..3: 2
sequence-gap,description,ЦДАВО-5СЧ,3 missing in 1..6: 2-4
sequence-gap,description,ЦДАВО-2208,1 missing in 1..6: 5
sequence-gap,description,ЦДАВО-4505,1 missing in 1..4: 3
sequence-gap,description,ЦДАВО-583,1 missing in 1..7: 3
sequence-gap,description,ЦДАВО-1265,1 missing in 1..4: 3
sequence-gap,description,ЦДАВО-4511,1 missing in 1..5: 4
sequence-gap,description,ЦДАВО-4522,1 missing in 1..5: 3
sequence-gap,case,ЦДАВО-2395С-1,1 missing in 5..15: 7
sequence-gap,case,ЦДАВО-3233С-1,1 missing in 27..47: 29
sequence-gap,case,ЦДАВО-481С-1,"4 missing in 1..14: 6,10-12"
sequence-gap,case,ЦДАВО-5СЧ-5,"170 missing in 1..227: 2,4-5,7-16,18-26,28-68,70,72-86,88-92,98,100-117,119,121-130,132-148,151-152,154-156,159,163,170-173,179-182,184,…"
sequence-gap,case,ЦДАВО-1071-1,"3 missing in 1..507: 33,74,506"
sequence-gap,case,ЦДАВО-4-2,"2 missing in 1..319: 135,239"
sequence-gap,case,ЦДАВО-5-6,1 missing in 1..163: 118
sequence-gap,case,ЦДАВО-5-4,11 missing in 1..184: 173-183
sequence-gap,case,ЦДАВО-8-21ОС,"1831 missing in 1..2035: 13,17,26,29,66,91,93,95,102,107-724,828-2020,2022-2026,2028-2030,2032-2034"
