id,info
374557e5-5692-4796-add0-c7188d6799bd,Повіт: Вінницький | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-K78R-5SZG?view=explore&groupId=TH-7738-145172-55122-72&lang=uk
3783217d-e5f6-4200-b968-a6d55bb840a9,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-H7Q2-19LC-4?view=explore&groupId=TH-7720-139102-77069-40&lang=uk
384964a2-a102-4ea3-a85b-0b64547c94ee,Повіт: Ямпільський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHJ-TQ1J-LXDK?view=explore&groupId=TH-7771-134223-7084-34&lang=uk
385da059-bd00-4b5a-bf73-358973cf3282,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-D7QL-32HW?view=explore&groupId=TH-7719-139101-67543-84&lang=uk
38d2c5ec-87ad-4b76-bdab-dfda274d7cd4,Повіт: Ковельський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-4731-S95R-7?view=explore&groupId=TH-7701-138496-65067-78&lang=uk
395da574-576b-486d-a2e2-28e07f9873a8,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHJ-L7Q2-D78B-1?view=explore&groupId=TH-7719-139101-67532-31&lang=uk
3b28783a-b4bf-49c2-a4c8-e14915622a1a,Повіт: Вінницький | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-V78R-P7J2?view=explore&groupId=TH-7738-145172-55122-72&lang=uk
3c5b1a6c-a1fc-46ed-a5a4-f7e4306e2a71,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-67QL-Q8TL?view=explore&groupId=TH-7719-139101-67541-30&lang=uk
3dc5c1db-b2cd-44bf-87b1-43582b619070,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-D7QL-3RT4?view=explore&groupId=TH-7720-139102-77069-40&lang=uk
3e9fc160-ec62-4d8d-b891-bd2490c80350,Повіт: Ямпільський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHJ-RQ1J-2B9V?view=explore&groupId=TH-7771-134223-7084-34&lang=uk
3ec0d334-26c2-4030-bf5b-471675605fe1,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-F7QL-WQDN?view=explore&groupId=TH-7719-139101-67543-84&lang=uk
3f003440-3c20-4d35-84ed-8b149976b6b8,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHJ-67QM-JFM?view=explore&groupId=TH-7701-138496-88623-50&grid=on&lang=uk
3f89bd2b-a367-484c-8eed-69fcc102c659,Повіт: Ковельський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-C731-Q91D-X?view=explore&groupId=TH-7701-138496-65067-78&lang=uk
3fd53ff9-be6e-485a-999a-7530e54edd49,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-C731-QSSY-Z?view=explore&groupId=TH-7701-138496-65071-66&lang=uk
41537666-1d03-4c95-9307-3cf04359a771,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-D7QL-3JZR?view=explore&groupId=TH-7719-139101-67541-30&lang=uk
43413bdb-b032-44ac-93b3-f785077f072c,Повіт: Вінницький | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-778R-Z9X7-Q?view=explore&groupId=TH-7738-145172-55122-72&lang=uk
434739fe-af70-4eda-a442-5db753f885c9,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-N7QL-47N?view=explore&groupId=TH-7719-139101-67543-84&lang=uk
43956fb0-8851-4d60-8ef0-bbb19b137cd7,Повіт: Ямпільський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHJ-TQ1J-LXNL?view=explore&groupId=TH-7771-134223-7084-34&lang=uk
446982c9-beaf-48e2-a882-f3146ff24dad,Повіт: Вінницький | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHK-V78R-P7KF?view=explore&groupId=TH-7738-145172-55122-72&lang=uk
448728c3-d354-4808-b2fe-a23a92c91dc3,Повіт: Володимирський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHV-D7QL-3JDW?view=explore&groupId=TH-7719-139101-67541-30&lang=uk
45a599a8-dd28-4942-ab62-1d2da84af2c8,Повіт: Ковельський | Реєстр: https://www.familysearch.org/ark:/61903/3:1:3QHJ-67QM-JSK8?view=explore&groupId=TH-7704-138499-56231-62&grid=on&lang=uk
